# filename: cov_2x2pt.txt 
# description: Combined covariance matrix of DMASS angular galaxy custering (w) and 
# galaxy-galaxy lensing. 
# Consists of auto-covariance of 4 galaxy-galaxy lensing spectra (80 bins) and 
# 1 angular clustering spectra (20 bins), and cross-covariance of them 
# Each sub-block has a size of 20x20. Total size is 100x100. 
# 
# if you use this file, cite these papers below:
# http://arxiv.org/abs/1906.01136 
# http://arxiv.org/abs/2104.11319 
# https://arxiv.org/abs/1601.05779 
# 
# bin-index1 	 bin-index2 	 cov-mat 
25 	 43 	 1.5656370e-11
25 	 44 	 2.5117650e-11
25 	 45 	 3.3960160e-11
25 	 46 	 2.3989480e-11
25 	 47 	 1.3870050e-11
25 	 48 	 8.0791760e-12
25 	 49 	 4.8948010e-12
25 	 50 	 3.1300870e-12
25 	 51 	 2.1104950e-12
25 	 52 	 1.4800370e-12
25 	 53 	 1.0627150e-12
25 	 54 	 7.6911640e-13
25 	 55 	 5.5274510e-13
25 	 56 	 3.8970160e-13
25 	 57 	 2.6545770e-13
25 	 58 	 1.7328610e-13
25 	 59 	 1.0620880e-13
25 	 60 	 5.6773400e-14
25 	 61 	 6.9579430e-12
25 	 62 	 1.1128690e-11
25 	 63 	 1.7879900e-11
25 	 64 	 2.8801550e-11
25 	 65 	 3.9097950e-11
25 	 66 	 2.7406460e-11
25 	 67 	 1.5752020e-11
25 	 68 	 9.1733360e-12
25 	 69 	 5.5809980e-12
25 	 70 	 3.5931400e-12
25 	 71 	 2.4420520e-12
25 	 72 	 1.7249920e-12
25 	 73 	 1.2460420e-12
25 	 74 	 9.0554900e-13
25 	 75 	 6.5208930e-13
25 	 76 	 4.5959740e-13
25 	 77 	 3.1218850e-13
25 	 78 	 2.0266800e-13
25 	 79 	 1.2322200e-13
25 	 80 	 6.4884640e-14
25 	 81 	 2.2084770e-09
25 	 82 	 1.9697780e-09
25 	 83 	 1.5654140e-09
25 	 84 	 8.4574310e-10
25 	 85 	 -1.2348400e-10
25 	 86 	 -1.1489940e-10
25 	 87 	 1.5400540e-11
25 	 88 	 4.9478390e-11
25 	 89 	 4.9840620e-11
25 	 90 	 3.9895530e-11
25 	 91 	 2.8198350e-11
25 	 92 	 1.7788760e-11
25 	 93 	 9.6236460e-12
25 	 94 	 3.8567320e-12
25 	 95 	 2.4522390e-13
25 	 96 	 -1.5965710e-12
25 	 97 	 -2.1700540e-12
25 	 98 	 -2.0191800e-12
25 	 99 	 -1.5106690e-12
25 	 100 	 -6.9465790e-13
26 	 1 	 1.9003150e-12
26 	 2 	 3.0230100e-12
26 	 3 	 4.8210000e-12
26 	 4 	 7.7084810e-12
26 	 5 	 1.2285910e-11
26 	 6 	 1.6526640e-11
26 	 7 	 1.1899000e-11
26 	 8 	 7.0736910e-12
26 	 9 	 4.2540300e-12
26 	 10 	 2.6645360e-12
26 	 11 	 1.7492070e-12
26 	 12 	 1.1946840e-12
26 	 13 	 8.3677270e-13
26 	 14 	 5.9319390e-13
26 	 15 	 4.2023580e-13
26 	 16 	 2.9419080e-13
26 	 17 	 2.0129480e-13
26 	 18 	 1.3271430e-13
26 	 19 	 8.3426060e-14
26 	 20 	 4.6406890e-14
26 	 21 	 3.6850120e-11
26 	 22 	 6.0324000e-11
26 	 23 	 1.0152300e-10
26 	 24 	 1.8065870e-10
26 	 25 	 3.5914830e-10
26 	 26 	 2.7882590e-09
26 	 27 	 2.8879010e-10
26 	 28 	 1.1714500e-10
26 	 29 	 5.8733840e-11
26 	 30 	 3.2838160e-11
26 	 31 	 1.9202940e-11
26 	 32 	 1.1381690e-11
26 	 33 	 6.7138870e-12
26 	 34 	 3.9128000e-12
26 	 35 	 2.2507670e-12
26 	 36 	 1.2672870e-12
26 	 37 	 7.0042410e-13
26 	 38 	 3.8139690e-13
26 	 39 	 2.0764500e-13
26 	 40 	 9.3450740e-14
26 	 41 	 3.5736060e-12
26 	 42 	 5.7029060e-12
26 	 43 	 9.1457780e-12
26 	 44 	 1.4771130e-11
26 	 45 	 2.3989480e-11
26 	 46 	 3.2820860e-11
26 	 47 	 2.2791500e-11
26 	 48 	 1.3127690e-11
26 	 49 	 7.8421340e-12
26 	 50 	 4.9704840e-12
26 	 51 	 3.3379830e-12
26 	 52 	 2.3398210e-12
26 	 53 	 1.6801950e-12
26 	 54 	 1.2166350e-12
26 	 55 	 8.7512970e-13
26 	 56 	 6.1674760e-13
26 	 57 	 4.2114300e-13
26 	 58 	 2.7423630e-13
26 	 59 	 1.6848250e-13
26 	 60 	 8.9920750e-14
26 	 61 	 4.0527660e-12
26 	 62 	 6.4708640e-12
26 	 63 	 1.0387360e-11
26 	 64 	 1.6807850e-11
26 	 65 	 2.7406460e-11
26 	 66 	 3.7663450e-11
26 	 67 	 2.5975000e-11
26 	 68 	 1.4914090e-11
26 	 69 	 8.9384860e-12
26 	 70 	 5.7038940e-12
26 	 71 	 3.8609210e-12
26 	 72 	 2.7264820e-12
26 	 73 	 1.9697950e-12
26 	 74 	 1.4323530e-12
26 	 75 	 1.0323870e-12
26 	 76 	 7.2735250e-13
26 	 77 	 4.9509280e-13
26 	 78 	 3.2081820e-13
26 	 79 	 1.9521150e-13
26 	 80 	 1.0276790e-13
26 	 81 	 2.1818320e-09
26 	 82 	 2.0547100e-09
26 	 83 	 1.8454390e-09
26 	 84 	 1.4900910e-09
26 	 85 	 8.4622550e-10
26 	 86 	 -5.1217190e-11
26 	 87 	 -3.2393080e-11
26 	 88 	 6.6213920e-11
26 	 89 	 7.6697810e-11
26 	 90 	 6.3010190e-11
26 	 91 	 4.4841710e-11
26 	 92 	 2.8348530e-11
26 	 93 	 1.5352550e-11
26 	 94 	 6.1686250e-12
26 	 95 	 4.2189760e-13
26 	 96 	 -2.5083280e-12
26 	 97 	 -3.4523740e-12
26 	 98 	 -3.2056420e-12
26 	 99 	 -2.3980320e-12
26 	 100 	 -1.0955460e-12
27 	 1 	 1.1323470e-12
27 	 2 	 1.8003800e-12
27 	 3 	 2.8696900e-12
27 	 4 	 4.5933620e-12
27 	 5 	 7.3819140e-12
27 	 6 	 1.1899000e-11
27 	 7 	 1.6187780e-11
27 	 8 	 1.1507880e-11
27 	 9 	 6.8583550e-12
27 	 10 	 4.2427940e-12
27 	 11 	 2.7692830e-12
27 	 12 	 1.8874630e-12
27 	 13 	 1.3225170e-12
27 	 14 	 9.3769710e-13
27 	 15 	 6.6488250e-13
27 	 16 	 4.6580160e-13
27 	 17 	 3.1873080e-13
27 	 18 	 2.1054260e-13
27 	 19 	 1.3211030e-13
27 	 20 	 7.4628240e-14
27 	 21 	 1.8481370e-11
27 	 22 	 2.9685490e-11
27 	 23 	 4.8404680e-11
27 	 24 	 8.1303750e-11
27 	 25 	 1.4311310e-10
27 	 26 	 2.8879010e-10
27 	 27 	 1.8816400e-09
27 	 28 	 2.3490660e-10
27 	 29 	 9.9841710e-11
27 	 30 	 5.3193210e-11
27 	 31 	 3.0657680e-11
27 	 32 	 1.8116050e-11
27 	 33 	 1.0674080e-11
27 	 34 	 6.2105660e-12
27 	 35 	 3.5697760e-12
27 	 36 	 2.0168310e-12
27 	 37 	 1.1156310e-12
27 	 38 	 6.0333930e-13
27 	 39 	 3.2592370e-13
27 	 40 	 1.4891060e-13
27 	 41 	 2.0887270e-12
27 	 42 	 3.3258900e-12
27 	 43 	 5.3156010e-12
27 	 44 	 8.5514340e-12
27 	 45 	 1.3870050e-11
27 	 46 	 2.2791500e-11
27 	 47 	 3.1620250e-11
27 	 48 	 2.1733890e-11
27 	 49 	 1.2693480e-11
27 	 50 	 7.9095530e-12
27 	 51 	 5.2762350e-12
27 	 52 	 3.6922380e-12
27 	 53 	 2.6537260e-12
27 	 54 	 1.9224300e-12
27 	 55 	 1.3842260e-12
27 	 56 	 9.7658260e-13
27 	 57 	 6.6671330e-13
27 	 58 	 4.3500230e-13
27 	 59 	 2.6692320e-13
27 	 60 	 1.4221090e-13
27 	 61 	 2.3663880e-12
27 	 62 	 3.7684800e-12
27 	 63 	 6.0247500e-12
27 	 64 	 9.6986850e-12
27 	 65 	 1.5752020e-11
27 	 66 	 2.5975000e-11
27 	 67 	 3.6205250e-11
27 	 68 	 2.4752750e-11
27 	 69 	 1.4461800e-11
27 	 70 	 9.0690950e-12
27 	 71 	 6.0999240e-12
27 	 72 	 4.3008200e-12
27 	 73 	 3.1105200e-12
27 	 74 	 2.2630410e-12
27 	 75 	 1.6327550e-12
27 	 76 	 1.1516420e-12
27 	 77 	 7.8410500e-13
27 	 78 	 5.0894660e-13
27 	 79 	 3.0966570e-13
27 	 80 	 1.6252070e-13
27 	 81 	 2.1497330e-09
27 	 82 	 2.0783500e-09
27 	 83 	 1.9630670e-09
27 	 84 	 1.7746650e-09
27 	 85 	 1.4562050e-09
27 	 86 	 8.7613770e-10
27 	 87 	 4.1531960e-11
27 	 88 	 5.3408750e-11
27 	 89 	 1.1298000e-10
27 	 90 	 9.8905110e-11
27 	 91 	 7.1389100e-11
27 	 92 	 4.5289890e-11
27 	 93 	 2.4582610e-11
27 	 94 	 9.9129270e-12
27 	 95 	 7.4600260e-13
27 	 96 	 -3.9396740e-12
27 	 97 	 -5.4580820e-12
27 	 98 	 -5.0856710e-12
27 	 99 	 -3.8153660e-12
27 	 100 	 -2.2209050e-12
28 	 1 	 6.7916490e-13
28 	 2 	 1.0783500e-12
28 	 3 	 1.7156970e-12
28 	 4 	 2.7376960e-12
28 	 5 	 4.3847840e-12
28 	 6 	 7.0736910e-12
28 	 7 	 1.1507880e-11
28 	 8 	 1.5843810e-11
28 	 9 	 1.1203420e-11
28 	 10 	 6.8041760e-12
28 	 11 	 4.3870500e-12
28 	 12 	 2.9770530e-12
28 	 13 	 2.0859310e-12
28 	 14 	 1.4810370e-12
28 	 15 	 1.0509350e-12
28 	 16 	 7.3700330e-13
28 	 17 	 5.0470660e-13
28 	 18 	 3.3343270e-13
28 	 19 	 2.0963750e-13
28 	 20 	 1.1651320e-13
28 	 21 	 9.8444220e-12
28 	 22 	 1.5639580e-11
28 	 23 	 2.5100660e-11
28 	 24 	 4.0875670e-11
28 	 25 	 6.7454620e-11
28 	 26 	 1.1714500e-10
28 	 27 	 2.3490660e-10
28 	 28 	 1.2894880e-09
28 	 29 	 1.9481910e-10
28 	 30 	 8.8485380e-11
28 	 31 	 4.9305990e-11
28 	 32 	 2.8852180e-11
28 	 33 	 1.6960980e-11
28 	 34 	 9.8708510e-12
28 	 35 	 5.6644270e-12
28 	 36 	 3.1915710e-12
28 	 37 	 1.7709870e-12
28 	 38 	 9.5786240e-13
28 	 39 	 5.1381020e-13
28 	 40 	 2.3263470e-13
28 	 41 	 1.2432370e-12
28 	 42 	 1.9747370e-12
28 	 43 	 3.1448490e-12
28 	 44 	 5.0276190e-12
28 	 45 	 8.0791760e-12
28 	 46 	 1.3127690e-11
28 	 47 	 2.1733890e-11
28 	 48 	 3.0554930e-11
28 	 49 	 2.1005610e-11
28 	 50 	 1.2685680e-11
28 	 51 	 8.3398090e-12
28 	 52 	 5.8134870e-12
28 	 53 	 4.1804740e-12
28 	 54 	 3.0341180e-12
28 	 55 	 2.1868290e-12
28 	 56 	 1.5470910e-12
28 	 57 	 1.0558130e-12
28 	 58 	 6.8957260e-13
28 	 59 	 4.2314480e-13
28 	 60 	 2.2573170e-13
28 	 61 	 1.4115680e-12
28 	 62 	 2.2419450e-12
28 	 63 	 3.5702610e-12
28 	 64 	 5.7078280e-12
28 	 65 	 9.1733360e-12
28 	 66 	 1.4914090e-11
28 	 67 	 2.4752750e-11
28 	 68 	 3.4953510e-11
28 	 69 	 2.3955710e-11
28 	 70 	 1.4527100e-11
28 	 71 	 9.6307370e-12
28 	 72 	 6.7676880e-12
28 	 73 	 4.8984760e-12
28 	 74 	 3.5711100e-12
28 	 75 	 2.5794610e-12
28 	 76 	 1.8252010e-12
28 	 77 	 1.2417260e-12
28 	 78 	 8.0676360e-13
28 	 79 	 4.9093210e-13
28 	 80 	 2.5800280e-13
28 	 81 	 2.1631040e-09
28 	 82 	 2.1201620e-09
28 	 83 	 2.0514130e-09
28 	 84 	 1.9414950e-09
28 	 85 	 1.7635700e-09
28 	 86 	 1.4671720e-09
28 	 87 	 9.3392410e-10
28 	 88 	 1.4946550e-10
28 	 89 	 1.3691550e-10
28 	 90 	 1.5225460e-10
28 	 91 	 1.1354690e-10
28 	 92 	 7.2583790e-11
28 	 93 	 3.9514560e-11
28 	 94 	 1.6030340e-11
28 	 95 	 1.3391320e-12
28 	 96 	 -6.1849620e-12
28 	 97 	 -8.6218020e-12
28 	 98 	 -8.0253210e-12
28 	 99 	 -6.0362690e-12
28 	 100 	 -2.7555690e-12
29 	 1 	 4.1688910e-13
29 	 2 	 6.6101790e-13
29 	 3 	 1.0494680e-12
29 	 4 	 1.6693780e-12
29 	 5 	 2.6586550e-12
29 	 6 	 4.2540300e-12
29 	 7 	 6.8583550e-12
29 	 8 	 1.1203420e-11
29 	 9 	 1.5592460e-11
29 	 10 	 1.1085560e-11
29 	 11 	 6.9720470e-12
29 	 12 	 4.6877600e-12
29 	 13 	 3.2807820e-12
29 	 14 	 2.3335130e-12
29 	 15 	 1.6592140e-12
29 	 16 	 1.1648570e-12
29 	 17 	 7.9862540e-13
29 	 18 	 5.2805770e-13
29 	 19 	 3.3190470e-13
29 	 20 	 1.8480900e-13
29 	 21 	 5.5354210e-12
29 	 22 	 8.7431570e-12
29 	 23 	 1.3912050e-11
29 	 24 	 2.2356450e-11
29 	 25 	 3.5894880e-11
29 	 26 	 5.8733840e-11
29 	 27 	 9.9841710e-11
29 	 28 	 1.9481910e-10
29 	 29 	 9.0136630e-10
29 	 30 	 1.6617230e-10
29 	 31 	 8.0865430e-11
29 	 32 	 4.6236540e-11
29 	 33 	 2.7043280e-11
29 	 34 	 1.5717690e-11
29 	 35 	 9.0024350e-12
29 	 36 	 5.0715310e-12
29 	 37 	 2.8053910e-12
29 	 38 	 1.5241620e-12
29 	 39 	 8.1455920e-13
29 	 40 	 3.6515070e-13
29 	 41 	 7.6708500e-13
29 	 42 	 1.2161070e-12
29 	 43 	 1.9308160e-12
29 	 44 	 3.0722060e-12
29 	 45 	 4.8948010e-12
29 	 46 	 7.8421340e-12
29 	 47 	 1.2693480e-11
29 	 48 	 2.1005610e-11
29 	 49 	 2.9841230e-11
29 	 50 	 2.0810980e-11
29 	 51 	 1.3214600e-11
29 	 52 	 9.1245820e-12
29 	 53 	 6.5630630e-12
29 	 54 	 4.7751990e-12
29 	 55 	 3.4506130e-12
29 	 56 	 2.4410680e-12
29 	 57 	 1.6735350e-12
29 	 58 	 1.0915090e-12
29 	 59 	 6.7107840e-13
29 	 60 	 3.5762640e-13
29 	 61 	 8.7534730e-13
29 	 62 	 1.3875400e-12
29 	 63 	 2.2026720e-12
29 	 64 	 3.5041450e-12
29 	 65 	 5.5809980e-12
29 	 66 	 8.9384860e-12
29 	 67 	 1.4461800e-11
29 	 68 	 2.3955710e-11
29 	 69 	 3.4154900e-11
29 	 70 	 2.3817280e-11
29 	 71 	 1.5234990e-11
29 	 72 	 1.0611500e-11
29 	 73 	 7.6861410e-12
29 	 74 	 5.6188020e-12
29 	 75 	 4.0695100e-12
29 	 76 	 2.8782260e-12
29 	 77 	 1.9682460e-12
29 	 78 	 1.2770210e-12
29 	 79 	 7.7864370e-13
29 	 80 	 4.0877730e-13
29 	 81 	 2.2465000e-09
29 	 82 	 2.2186790e-09
29 	 83 	 2.1743220e-09
29 	 84 	 2.1041810e-09
29 	 85 	 1.9926090e-09
29 	 86 	 1.8141590e-09
29 	 87 	 1.5236190e-09
29 	 88 	 1.0163080e-09
29 	 89 	 2.6435470e-10
29 	 90 	 2.1105140e-10
29 	 91 	 1.7956280e-10
29 	 92 	 1.1701630e-10
29 	 93 	 6.4091730e-11
29 	 94 	 2.6245450e-11
29 	 95 	 2.5597170e-12
29 	 96 	 -9.6106480e-12
29 	 97 	 -1.3599410e-11
29 	 98 	 -1.2694650e-11
29 	 99 	 -9.5381770e-12
29 	 100 	 -4.3462330e-12
30 	 1 	 2.6507000e-13
30 	 2 	 4.1986290e-13
30 	 3 	 6.6557440e-13
30 	 4 	 1.0563760e-12
30 	 5 	 1.6763370e-12
30 	 6 	 2.6645360e-12
30 	 7 	 4.2427940e-12
30 	 8 	 6.8041760e-12
30 	 9 	 1.1085560e-11
30 	 10 	 1.5535350e-11
30 	 11 	 1.1233260e-11
30 	 12 	 7.3736200e-12
30 	 13 	 5.1401440e-12
30 	 14 	 3.6633800e-12
30 	 15 	 2.6128290e-12
30 	 16 	 1.8391260e-12
30 	 17 	 1.2625620e-12
30 	 18 	 8.3639220e-13
30 	 19 	 5.2582730e-13
30 	 20 	 2.9301490e-13
30 	 21 	 3.2326190e-12
30 	 22 	 5.0878700e-12
30 	 23 	 8.0680080e-12
30 	 24 	 1.2913990e-11
30 	 25 	 2.0483050e-11
30 	 26 	 3.2838160e-11
30 	 27 	 5.3193210e-11
30 	 28 	 8.8485380e-11
30 	 29 	 1.6617230e-10
30 	 30 	 6.4624550e-10
30 	 31 	 1.4586970e-10
30 	 32 	 7.5106420e-11
30 	 33 	 4.3328830e-11
30 	 34 	 2.5095430e-11
30 	 35 	 1.4354500e-11
30 	 36 	 8.0745850e-12
30 	 37 	 4.4648660e-12
30 	 38 	 2.4159780e-12
30 	 39 	 1.2991050e-12
30 	 40 	 5.8266580e-13
30 	 41 	 4.9591110e-13
30 	 42 	 7.8523010e-13
30 	 43 	 1.2443940e-12
30 	 44 	 1.9746790e-12
30 	 45 	 3.1300870e-12
30 	 46 	 4.9704840e-12
30 	 47 	 7.9095530e-12
30 	 48 	 1.2685680e-11
30 	 49 	 2.0810980e-11
30 	 50 	 2.9693590e-11
30 	 51 	 2.1300030e-11
30 	 52 	 1.4283070e-11
30 	 53 	 1.0247400e-11
30 	 54 	 7.4830520e-12
30 	 55 	 5.4283390e-12
30 	 56 	 3.8533520e-12
30 	 57 	 2.6404660e-12
30 	 58 	 1.7309000e-12
30 	 59 	 1.0625190e-12
30 	 60 	 5.6617390e-13
30 	 61 	 5.6984990e-13
30 	 62 	 9.0218920e-13
30 	 63 	 1.4295370e-12
30 	 64 	 2.2680820e-12
30 	 65 	 3.5931400e-12
30 	 66 	 5.7038940e-12
30 	 67 	 9.0690950e-12
30 	 68 	 1.4527100e-11
30 	 69 	 2.3817280e-11
30 	 70 	 3.4066440e-11
30 	 71 	 2.4503790e-11
30 	 72 	 1.6581060e-11
30 	 73 	 1.1989660e-11
30 	 74 	 8.8010270e-12
30 	 75 	 6.4005540e-12
30 	 76 	 4.5431700e-12
30 	 77 	 3.1054550e-12
30 	 78 	 2.0237620e-12
30 	 79 	 1.2328500e-12
30 	 80 	 6.4651470e-13
30 	 81 	 2.4080040e-09
30 	 82 	 2.3889000e-09
30 	 83 	 2.3582620e-09
30 	 84 	 2.3100320e-09
30 	 85 	 2.2340330e-09
30 	 86 	 2.1135600e-09
30 	 87 	 1.9239230e-09
30 	 88 	 1.6220400e-09
30 	 89 	 1.1169680e-09
30 	 90 	 3.7653280e-10
30 	 91 	 2.6804370e-10
30 	 92 	 1.8951070e-10
30 	 93 	 1.0525450e-10
30 	 94 	 4.3753900e-11
30 	 95 	 5.1619610e-12
30 	 96 	 -1.4721010e-11
30 	 97 	 -2.1379320e-11
30 	 98 	 -2.0068870e-11
30 	 99 	 -1.5128320e-11
30 	 100 	 -6.8532190e-12
31 	 1 	 1.7516960e-13
31 	 2 	 2.7794570e-13
31 	 3 	 4.4017770e-13
31 	 4 	 6.9768040e-13
31 	 5 	 1.1048100e-12
31 	 6 	 1.7492070e-12
31 	 7 	 2.7692830e-12
31 	 8 	 4.3870500e-12
31 	 9 	 6.9720470e-12
31 	 10 	 1.1233260e-11
31 	 11 	 1.5754720e-11
31 	 12 	 1.1691060e-11
31 	 13 	 8.0093430e-12
31 	 14 	 5.7195750e-12
31 	 15 	 4.0978370e-12
31 	 16 	 2.8959620e-12
31 	 17 	 1.9940000e-12
31 	 18 	 1.3220420e-12
31 	 19 	 8.3083810e-13
31 	 20 	 4.6405210e-13
31 	 21 	 1.9204520e-12
31 	 22 	 3.0178560e-12
31 	 23 	 4.7659260e-12
31 	 24 	 7.6252420e-12
31 	 25 	 1.2060810e-11
31 	 26 	 1.9202940e-11
31 	 27 	 3.0657680e-11
31 	 28 	 4.9305990e-11
31 	 29 	 8.0865430e-11
31 	 30 	 1.4586970e-10
31 	 31 	 4.7710750e-10
31 	 32 	 1.3101230e-10
31 	 33 	 7.0110890e-11
31 	 34 	 4.0245600e-11
31 	 35 	 2.2941200e-11
31 	 36 	 1.2881510e-11
31 	 37 	 7.1054010e-12
31 	 38 	 3.8457610e-12
31 	 39 	 2.0611920e-12
31 	 40 	 9.1694540e-13
31 	 41 	 3.3501090e-13
31 	 42 	 5.3164830e-13
31 	 43 	 8.4166160e-13
31 	 44 	 1.3336540e-12
31 	 45 	 2.1104950e-12
31 	 46 	 3.3379830e-12
31 	 47 	 5.2762350e-12
31 	 48 	 8.3398090e-12
31 	 49 	 1.3214600e-11
31 	 50 	 2.1300030e-11
31 	 51 	 3.0264850e-11
31 	 52 	 2.2532430e-11
31 	 53 	 1.5878070e-11
31 	 54 	 1.1644560e-11
31 	 55 	 8.4996150e-12
31 	 56 	 6.0616950e-12
31 	 57 	 4.1704290e-12
31 	 58 	 2.7328860e-12
31 	 59 	 1.6825070e-12
31 	 60 	 8.9891600e-13
31 	 61 	 3.8781880e-13
31 	 62 	 6.1539860e-13
31 	 63 	 9.7423350e-13
31 	 64 	 1.5435380e-12
31 	 65 	 2.4420520e-12
31 	 66 	 3.8609210e-12
31 	 67 	 6.0999240e-12
31 	 68 	 9.6307370e-12
31 	 69 	 1.5234990e-11
31 	 70 	 2.4503790e-11
31 	 71 	 3.4850770e-11
31 	 72 	 2.6080520e-11
31 	 73 	 1.8546480e-11
31 	 74 	 1.3684710e-11
31 	 75 	 1.0018700e-11
31 	 76 	 7.1462000e-12
31 	 77 	 4.9049430e-12
31 	 78 	 3.1977000e-12
31 	 79 	 1.9516670e-12
31 	 80 	 1.0278530e-12
31 	 81 	 2.6444020e-09
31 	 82 	 2.6305760e-09
31 	 83 	 2.6084500e-09
31 	 84 	 2.5736440e-09
31 	 85 	 2.5187810e-09
31 	 86 	 2.4322510e-09
31 	 87 	 2.2963370e-09
31 	 88 	 2.0845690e-09
31 	 89 	 1.7535090e-09
31 	 90 	 1.2255990e-09
31 	 91 	 4.7360240e-10
31 	 92 	 2.9886830e-10
31 	 93 	 1.7568680e-10
31 	 94 	 7.4856910e-11
31 	 95 	 1.1021860e-11
31 	 96 	 -2.2074040e-11
31 	 97 	 -3.3386830e-11
31 	 98 	 -3.1682990e-11
31 	 99 	 -2.3887830e-11
31 	 100 	 -1.0842650e-11
32 	 1 	 1.2023050e-13
32 	 2 	 1.8974380e-13
32 	 3 	 3.0136760e-13
32 	 4 	 4.7727430e-13
32 	 5 	 7.5511410e-13
32 	 6 	 1.1946840e-12
32 	 7 	 1.8874630e-12
32 	 8 	 2.9770530e-12
32 	 9 	 4.6877600e-12
32 	 10 	 7.3736200e-12
32 	 11 	 1.1691060e-11
32 	 12 	 1.6306450e-11
32 	 13 	 1.2475730e-11
32 	 14 	 8.8489230e-12
32 	 15 	 6.3851980e-12
32 	 16 	 4.5409970e-12
32 	 17 	 3.1413500e-12
32 	 18 	 2.0900540e-12
32 	 19 	 1.3171970e-12
32 	 20 	 7.3569870e-13
32 	 21 	 1.1438310e-12
32 	 22 	 1.7937920e-12
32 	 23 	 2.8427470e-12
32 	 24 	 4.5417810e-12
32 	 25 	 7.1588060e-12
32 	 26 	 1.1381690e-11
32 	 27 	 1.8116050e-11
32 	 28 	 2.8852180e-11
32 	 29 	 4.6236540e-11
32 	 30 	 7.5106420e-11
32 	 31 	 1.3101230e-10
32 	 32 	 3.6410280e-10
32 	 33 	 1.1950300e-10
32 	 34 	 6.5175380e-11
32 	 35 	 3.6895830e-11
32 	 36 	 2.0637360e-11
32 	 37 	 1.1358360e-11
32 	 38 	 6.1303590e-12
32 	 39 	 3.2800640e-12
32 	 40 	 1.4417210e-12
32 	 41 	 2.3594510e-13
32 	 42 	 3.7314660e-13
32 	 43 	 5.9112240e-13
32 	 44 	 9.3590120e-13
32 	 45 	 1.4800370e-12
32 	 46 	 2.3398210e-12
32 	 47 	 3.6922380e-12
32 	 48 	 5.8134870e-12
32 	 49 	 9.1245820e-12
32 	 50 	 1.4283070e-11
32 	 51 	 2.2532430e-11
32 	 52 	 3.1659320e-11
32 	 53 	 2.4523620e-11
32 	 54 	 1.7914280e-11
32 	 55 	 1.3203690e-11
32 	 56 	 9.4934710e-12
32 	 57 	 6.5663800e-12
32 	 58 	 4.3211210e-12
32 	 59 	 2.6627160e-12
32 	 60 	 1.4241890e-12
32 	 61 	 2.7509640e-13
32 	 62 	 4.3502780e-13
32 	 63 	 6.8912070e-13
32 	 64 	 1.0911470e-12
32 	 65 	 1.7249920e-12
32 	 66 	 2.7264820e-12
32 	 67 	 4.3008200e-12
32 	 68 	 6.7676880e-12
32 	 69 	 1.0611500e-11
32 	 70 	 1.6581060e-11
32 	 71 	 2.6080520e-11
32 	 72 	 3.6625610e-11
32 	 73 	 2.8552360e-11
32 	 74 	 2.1022230e-11
32 	 75 	 1.5555000e-11
32 	 76 	 1.1190120e-11
32 	 77 	 7.7230080e-12
32 	 78 	 5.0565290e-12
32 	 79 	 3.0901490e-12
32 	 80 	 1.6288440e-12
32 	 81 	 2.9419560e-09
32 	 82 	 2.9316070e-09
32 	 83 	 2.9153690e-09
32 	 84 	 2.8895210e-09
32 	 85 	 2.8487110e-09
32 	 86 	 2.7845500e-09
32 	 87 	 2.6835310e-09
32 	 88 	 2.5256850e-09
32 	 89 	 2.2813480e-09
32 	 90 	 1.9063530e-09
32 	 91 	 1.3306640e-09
32 	 92 	 5.4142660e-10
32 	 93 	 2.9354650e-10
32 	 94 	 1.3291490e-10
32 	 95 	 2.4913900e-11
32 	 96 	 -3.1660240e-11
32 	 97 	 -5.1669490e-11
32 	 98 	 -4.9849970e-11
32 	 99 	 -3.7728760e-11
32 	 100 	 -1.7045200e-11
33 	 1 	 8.4104270e-14
33 	 2 	 1.3342300e-13
33 	 3 	 2.1103310e-13
33 	 4 	 3.3437940e-13
33 	 5 	 5.2902790e-13
33 	 6 	 8.3677270e-13
33 	 7 	 1.3225170e-12
33 	 8 	 2.0859310e-12
33 	 9 	 3.2807820e-12
33 	 10 	 5.1401440e-12
33 	 11 	 8.0093430e-12
33 	 12 	 1.2475730e-11
33 	 13 	 1.7212500e-11
33 	 14 	 1.3563720e-11
33 	 15 	 9.8340530e-12
33 	 16 	 7.0712750e-12
33 	 17 	 4.9295320e-12
33 	 18 	 3.2959280e-12
33 	 19 	 2.0833760e-12
33 	 20 	 1.1654460e-12
33 	 21 	 6.7926440e-13
33 	 22 	 1.0751050e-12
33 	 23 	 1.6766810e-12
33 	 24 	 2.6858770e-12
33 	 25 	 4.2261400e-12
33 	 26 	 6.7138870e-12
33 	 27 	 1.0674080e-11
33 	 28 	 1.6960980e-11
33 	 29 	 2.7043280e-11
33 	 30 	 4.3328830e-11
33 	 31 	 7.0110890e-11
33 	 32 	 1.1950300e-10
33 	 33 	 2.8735190e-10
33 	 34 	 1.0970940e-10
33 	 35 	 5.9964380e-11
33 	 36 	 3.3297100e-11
33 	 37 	 1.8235790e-11
33 	 38 	 9.8167250e-12
33 	 39 	 5.2297720e-12
33 	 40 	 2.2683620e-12
33 	 41 	 1.6908420e-13
33 	 42 	 2.6827250e-13
33 	 43 	 4.2415990e-13
33 	 44 	 6.7200640e-13
33 	 45 	 1.0627150e-12
33 	 46 	 1.6801950e-12
33 	 47 	 2.6537260e-12
