## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr      kappa        sigma        weight       npairs   
  2.8050e+00   2.8299e+00   1.0383e+00  -1.2728e-03   1.8297e-03   9.8327e+03   6.2536e+04
  3.5313e+00   3.5681e+00   1.2702e+00  -2.5834e-03   1.4691e-03   1.5252e+04   9.6151e+04
  4.4457e+00   4.4910e+00   1.5002e+00  -1.9542e-03   1.1775e-03   2.3740e+04   1.5061e+05
  5.5968e+00   5.6533e+00   1.7304e+00  -1.7780e-03   9.4604e-04   3.6779e+04   2.3472e+05
  7.0460e+00   7.1162e+00   1.9605e+00  -1.1622e-03   7.6811e-04   5.5791e+04   3.5714e+05
  8.8703e+00   8.9668e+00   2.1916e+00  -1.3809e-03   6.1569e-04   8.6833e+04   5.5104e+05
  1.1167e+01   1.1282e+01   2.4213e+00  -1.2892e-03   4.8947e-04   1.3739e+05   8.6908e+05
  1.4059e+01   1.4200e+01   2.6513e+00  -1.1912e-03   3.9357e-04   2.1251e+05   1.3542e+06
  1.7699e+01   1.7885e+01   2.8820e+00  -1.1711e-03   3.1676e-04   3.2805e+05   2.0851e+06
  2.2281e+01   2.2500e+01   3.1116e+00  -7.8672e-04   2.5549e-04   5.0426e+05   3.2037e+06
  2.8050e+01   2.8326e+01   3.3418e+00  -9.3747e-04   2.0794e-04   7.6128e+05   4.8130e+06
  3.5313e+01   3.5657e+01   3.5720e+00  -9.1290e-04   1.6979e-04   1.1418e+06   7.2257e+06
  4.4457e+01   4.4891e+01   3.8023e+00  -6.8897e-04   1.3910e-04   1.7013e+06   1.0820e+07
  5.5968e+01   5.6516e+01   4.0325e+00  -4.6602e-04   1.1367e-04   2.5473e+06   1.6194e+07
  7.0460e+01   7.1132e+01   4.2626e+00  -3.5953e-04   9.3337e-05   3.7784e+06   2.4022e+07
  8.8703e+01   8.9481e+01   4.4920e+00   1.2481e-04   7.7824e-05   5.4349e+06   3.4644e+07
  1.1167e+02   1.1259e+02   4.7218e+00  -3.6715e-05   6.5489e-05   7.6750e+06   4.9374e+07
  1.4059e+02   1.4175e+02   4.9520e+00   1.5012e-04   5.5873e-05   1.0544e+07   6.7282e+07
  1.7699e+02   1.7810e+02   5.1803e+00   4.3908e-04   4.8690e-05   1.3885e+07   8.9067e+07
  2.2281e+02   2.2388e+02   5.4090e+00   2.0253e-04   4.4271e-05   1.6795e+07   1.0871e+08
