## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8323e+00   1.0392e+00   1.8589e-03  -6.3095e-04   1.4425e-03   1.5481e+04   9.2653e+04
  3.5313e+00   3.5671e+00   1.2699e+00   2.2298e-03   9.8600e-04   1.1784e-03   2.3195e+04   1.3908e+05
  4.4457e+00   4.4905e+00   1.5001e+00   6.0964e-04   1.3220e-03   9.5908e-04   3.5019e+04   2.0904e+05
  5.5968e+00   5.6525e+00   1.7302e+00   1.1234e-03   3.3373e-04   7.7684e-04   5.3377e+04   3.1993e+05
  7.0460e+00   7.1180e+00   1.9607e+00   7.8296e-04  -1.4063e-04   6.2451e-04   8.2591e+04   4.9394e+05
  8.8703e+00   8.9708e+00   2.1921e+00  -4.2133e-04  -7.7282e-04   4.9714e-04   1.3033e+05   7.7902e+05
  1.1167e+01   1.1279e+01   2.4211e+00  -2.7245e-04  -4.3696e-05   3.9657e-04   2.0482e+05   1.2215e+06
  1.4059e+01   1.4203e+01   2.6515e+00  -1.6326e-04  -2.4575e-04   3.1988e-04   3.1481e+05   1.9016e+06
  1.7699e+01   1.7896e+01   2.8826e+00  -6.0107e-06   5.4432e-05   2.5580e-04   4.9226e+05   3.0001e+06
  2.2281e+01   2.2517e+01   3.1123e+00   3.9276e-04   4.7474e-04   2.0152e-04   7.9320e+05   4.7898e+06
  2.8050e+01   2.8362e+01   3.3431e+00   4.6936e-05  -3.0734e-05   1.6211e-04   1.2257e+06   7.4150e+06
  3.5313e+01   3.5684e+01   3.5727e+00  -1.3649e-05  -1.4794e-04   1.2910e-04   1.9328e+06   1.1766e+07
  4.4457e+01   4.4923e+01   3.8030e+00   1.7542e-05   6.9671e-05   1.0297e-04   3.0382e+06   1.8404e+07
  5.5968e+01   5.6550e+01   4.0331e+00   3.3946e-05  -1.4570e-04   8.2054e-05   4.7842e+06   2.8649e+07
  7.0460e+01   7.1169e+01   4.2631e+00  -1.1332e-04  -2.8438e-04   6.6599e-05   7.2624e+06   4.3832e+07
  8.8703e+01   8.9606e+01   4.4934e+00  -3.8462e-05  -2.1889e-04   5.4090e-05   1.1010e+07   6.6678e+07
  1.1167e+02   1.1282e+02   4.7238e+00   1.1539e-04  -1.7840e-04   4.3595e-05   1.6949e+07   1.0237e+08
  1.4059e+02   1.4209e+02   4.9545e+00   2.6667e-04  -6.6134e-05   3.5081e-05   2.6174e+07   1.5767e+08
  1.7699e+02   1.7855e+02   5.1829e+00   3.4537e-04  -4.8370e-05   2.8790e-05   3.8864e+07   2.3577e+08
  2.2281e+02   2.2423e+02   5.4106e+00   1.1202e-04   1.3659e-04   2.5098e-05   5.1135e+07   3.0831e+08
