## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8317e+00   1.0390e+00  -6.0705e-04  -1.2134e-03   2.0460e-03   7.7423e+03   5.5512e+04
  3.5313e+00   3.5627e+00   1.2687e+00   1.9474e-04   1.2636e-03   1.6883e-03   1.1371e+04   8.2078e+04
  4.4457e+00   4.4831e+00   1.4984e+00  -4.8848e-04  -8.4044e-04   1.3903e-03   1.6766e+04   1.2104e+05
  5.5968e+00   5.6455e+00   1.7290e+00   8.5909e-04   3.3882e-04   1.1641e-03   2.3917e+04   1.7648e+05
  7.0460e+00   7.1079e+00   1.9593e+00  -6.2781e-04  -7.6620e-04   9.6610e-04   3.4724e+04   2.5665e+05
  8.8703e+00   8.9698e+00   2.1919e+00  -8.8837e-05   1.2889e-03   7.8603e-04   5.2456e+04   3.8614e+05
  1.1167e+01   1.1277e+01   2.4209e+00   9.7241e-04  -3.1799e-05   6.1534e-04   8.5594e+04   6.1881e+05
  1.4059e+01   1.4197e+01   2.6511e+00  -1.5417e-04   2.4396e-04   5.0157e-04   1.2883e+05   9.1735e+05
  1.7699e+01   1.7902e+01   2.8829e+00  -5.2782e-04  -2.8773e-04   4.0358e-04   1.9898e+05   1.4117e+06
  2.2281e+01   2.2490e+01   3.1111e+00  -1.3844e-04  -4.2324e-04   3.2163e-04   3.1331e+05   2.2356e+06
  2.8050e+01   2.8359e+01   3.3430e+00  -7.2705e-04  -4.9161e-05   2.6276e-04   4.6940e+05   3.3862e+06
  3.5313e+01   3.5672e+01   3.5724e+00   3.7571e-05   2.0485e-04   2.1089e-04   7.2873e+05   5.3025e+06
  4.4457e+01   4.4899e+01   3.8024e+00   4.6504e-04  -7.1478e-06   1.6811e-04   1.1468e+06   8.2445e+06
  5.5968e+01   5.6529e+01   4.0328e+00   4.6856e-04  -5.1496e-05   1.3685e-04   1.7305e+06   1.2379e+07
  7.0460e+01   7.1087e+01   4.2619e+00   3.0201e-04  -2.2290e-04   1.1433e-04   2.4794e+06   1.7828e+07
  8.8703e+01   8.9426e+01   4.4914e+00   2.2209e-04  -2.3641e-04   9.6698e-05   3.4661e+06   2.5040e+07
  1.1167e+02   1.1270e+02   4.7227e+00   1.7645e-04  -1.9454e-04   8.1712e-05   4.8540e+06   3.4746e+07
  1.4059e+02   1.4181e+02   4.9525e+00   2.1365e-04  -4.2585e-04   6.9343e-05   6.7401e+06   4.8307e+07
  1.7699e+02   1.7834e+02   5.1817e+00   4.6735e-05  -3.1908e-04   5.9311e-05   9.2132e+06   6.6194e+07
  2.2281e+02   2.2441e+02   5.4114e+00   2.1478e-04  -6.7041e-05   5.2664e-05   1.1685e+07   8.4784e+07
