## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8328e+00   1.0394e+00   2.0364e-03  -5.2124e-04   1.0234e-03   3.0630e+04   1.8518e+05
  3.5313e+00   3.5682e+00   1.2702e+00  -2.3028e-04  -8.7252e-04   8.2609e-04   4.7005e+04   2.8491e+05
  4.4457e+00   4.4931e+00   1.5007e+00   6.8189e-04  -2.3746e-04   6.6441e-04   7.2666e+04   4.3923e+05
  5.5968e+00   5.6552e+00   1.7307e+00   8.1518e-05   3.0693e-04   5.3242e-04   1.1316e+05   6.7844e+05
  7.0460e+00   7.1178e+00   1.9607e+00   9.1285e-04   6.8694e-06   4.3000e-04   1.7348e+05   1.0440e+06
  8.8703e+00   8.9686e+00   2.1918e+00   2.0228e-05   2.2840e-04   3.4253e-04   2.7340e+05   1.6442e+06
  1.1167e+01   1.1282e+01   2.4213e+00   4.7945e-04  -1.4221e-04   2.7248e-04   4.3203e+05   2.6044e+06
  1.4059e+01   1.4206e+01   2.6517e+00   3.9249e-04  -1.9221e-04   2.1905e-04   6.6850e+05   4.0424e+06
  1.7699e+01   1.7891e+01   2.8823e+00   1.0217e-04   1.0404e-04   1.7527e-04   1.0442e+06   6.3165e+06
  2.2281e+01   2.2513e+01   3.1121e+00  -5.3915e-05  -1.4366e-04   1.3981e-04   1.6410e+06   9.9460e+06
  2.8050e+01   2.8353e+01   3.3428e+00   8.0484e-05   1.7338e-05   1.1233e-04   2.5423e+06   1.5453e+07
  3.5313e+01   3.5681e+01   3.5726e+00   1.1213e-04  -1.0093e-04   9.0022e-05   3.9583e+06   2.4030e+07
  4.4457e+01   4.4921e+01   3.8029e+00   8.4675e-05   1.0965e-04   7.2059e-05   6.1777e+06   3.7484e+07
  5.5968e+01   5.6552e+01   4.0332e+00   3.3870e-05   6.5282e-05   5.7989e-05   9.5393e+06   5.7895e+07
  7.0460e+01   7.1169e+01   4.2631e+00   2.5077e-04   6.3604e-05   4.6955e-05   1.4549e+07   8.8550e+07
  8.8703e+01   8.9560e+01   4.4929e+00   2.2636e-04  -2.1778e-05   3.8330e-05   2.1833e+07   1.3287e+08
  1.1167e+02   1.1279e+02   4.7235e+00   2.9621e-04   3.6750e-05   3.1493e-05   3.2343e+07   1.9773e+08
  1.4059e+02   1.4203e+02   4.9540e+00   2.6949e-04   1.0610e-04   2.5546e-05   4.9153e+07   3.0012e+08
  1.7699e+02   1.7874e+02   5.1839e+00   3.2419e-04   9.4016e-05   2.0692e-05   7.4922e+07   4.5711e+08
  2.2281e+02   2.2460e+02   5.4123e+00   2.7395e-04   1.0190e-04   1.7320e-05   1.0693e+08   6.5162e+08
