## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8319e+00   1.0390e+00  -2.4075e-05   8.0450e-04   5.2897e-04   1.1768e+05   1.1768e+05
  3.5313e+00   3.5684e+00   1.2703e+00   5.0930e-04  -5.2414e-04   4.2485e-04   1.8242e+05   1.8242e+05
  4.4457e+00   4.4911e+00   1.5002e+00  -2.1580e-04  -8.3585e-05   3.4287e-04   2.8009e+05   2.8009e+05
  5.5968e+00   5.6552e+00   1.7307e+00   7.3733e-05   2.8666e-04   2.7552e-04   4.3375e+05   4.3375e+05
  7.0460e+00   7.1174e+00   1.9606e+00  -2.5672e-05  -4.4174e-04   2.2256e-04   6.6472e+05   6.6472e+05
  8.8703e+00   8.9659e+00   2.1915e+00   1.5121e-05  -8.7037e-05   1.7800e-04   1.0392e+06   1.0392e+06
  1.1167e+01   1.1280e+01   2.4211e+00   1.5639e-04  -1.3126e-04   1.4179e-04   1.6377e+06   1.6377e+06
  1.4059e+01   1.4202e+01   2.6514e+00  -1.9298e-06  -2.4007e-04   1.1452e-04   2.5108e+06   2.5108e+06
  1.7699e+01   1.7876e+01   2.8815e+00  -1.6406e-04   1.7334e-05   9.3000e-05   3.8070e+06   3.8070e+06
  2.2281e+01   2.2497e+01   3.1114e+00   3.4503e-05   7.7709e-05   7.5585e-05   5.7635e+06   5.7635e+06
  2.8050e+01   2.8307e+01   3.3411e+00  -1.3360e-04   1.5116e-04   6.2442e-05   8.4451e+06   8.4451e+06
  3.5313e+01   3.5621e+01   3.5709e+00  -5.2817e-05   1.8527e-05   5.2262e-05   1.2056e+07   1.2056e+07
  4.4457e+01   4.4780e+01   3.7998e+00  -1.2264e-04   1.0835e-04   4.4849e-05   1.6370e+07   1.6370e+07
  5.5968e+01   5.6285e+01   4.0284e+00   8.0674e-08   2.0123e-04   3.9905e-05   2.0678e+07   2.0678e+07
  7.0460e+01   7.0598e+01   4.2550e+00   2.4863e-04   4.1024e-04   3.8002e-05   2.2800e+07   2.2800e+07
  8.8703e+01   8.8283e+01   4.4786e+00   1.1138e-04   4.8631e-04   4.1565e-05   1.9059e+07   1.9059e+07
  1.1167e+02   1.1115e+02   4.7088e+00  -1.0813e-04   5.7709e-04   5.2058e-05   1.2150e+07   1.2150e+07
  1.4059e+02   1.4325e+02   4.9626e+00   4.2936e-04   1.4185e-04   4.3102e-05   1.7723e+07   1.7723e+07
  1.7699e+02   1.8046e+02   5.1936e+00   3.1738e-04  -2.8325e-04   2.6750e-05   4.6015e+07   4.6015e+07
  2.2281e+02   2.2571e+02   5.4172e+00   4.4488e-04  -4.9887e-04   1.8849e-05   9.2680e+07   9.2680e+07
