## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8330e+00   1.0394e+00   5.3322e-04   1.7137e-04   2.9254e-04   3.7739e+05   3.7739e+05
  3.5313e+00   3.5677e+00   1.2700e+00   3.8676e-04  -6.0290e-05   2.3450e-04   5.8733e+05   5.8733e+05
  4.4457e+00   4.4924e+00   1.5005e+00  -2.7946e-04  -3.3276e-05   1.8795e-04   9.1429e+05   9.1429e+05
  5.5968e+00   5.6555e+00   1.7307e+00   2.6467e-04   1.9266e-04   1.5024e-04   1.4308e+06   1.4308e+06
  7.0460e+00   7.1194e+00   1.9609e+00  -5.3097e-06  -3.6261e-05   1.2050e-04   2.2244e+06   2.2244e+06
  8.8703e+00   8.9672e+00   2.1917e+00   6.2733e-05  -9.0141e-05   9.6223e-05   3.4882e+06   3.4882e+06
  1.1167e+01   1.1283e+01   2.4213e+00   8.6093e-05   4.3671e-05   7.6654e-05   5.4964e+06   5.4964e+06
  1.4059e+01   1.4205e+01   2.6517e+00   7.0520e-05   1.8094e-05   6.1543e-05   8.5271e+06   8.5271e+06
  1.7699e+01   1.7885e+01   2.8820e+00  -1.0954e-04   6.0211e-05   4.9493e-05   1.3185e+07   1.3185e+07
  2.2281e+01   2.2507e+01   3.1119e+00  -1.6108e-04   7.9239e-05   3.9725e-05   2.0466e+07   2.0466e+07
  2.8050e+01   2.8340e+01   3.3423e+00  -1.0083e-04  -1.5234e-06   3.2133e-05   3.1279e+07   3.1279e+07
  3.5313e+01   3.5668e+01   3.5723e+00  -1.1438e-04  -5.0858e-05   2.6053e-05   4.7581e+07   4.7581e+07
  4.4457e+01   4.4892e+01   3.8023e+00  -1.1698e-04  -3.3663e-05   2.1221e-05   7.1720e+07   7.1720e+07
  5.5968e+01   5.6519e+01   4.0326e+00  -2.5388e-04  -4.0701e-05   1.7315e-05   1.0772e+08   1.0772e+08
  7.0460e+01   7.1138e+01   4.2626e+00  -2.4414e-04  -1.3786e-04   1.4173e-05   1.6079e+08   1.6079e+08
  8.8703e+01   8.9524e+01   4.4925e+00  -2.5185e-04  -1.9235e-04   1.1713e-05   2.3541e+08   2.3541e+08
  1.1167e+02   1.1270e+02   4.7228e+00  -1.7600e-04  -2.4688e-04   9.7289e-06   3.4122e+08   3.4122e+08
  1.4059e+02   1.4183e+02   4.9526e+00  -1.7705e-04  -2.8464e-04   8.1066e-06   4.9145e+08   4.9145e+08
  1.7699e+02   1.7807e+02   5.1802e+00  -2.7067e-04  -4.7157e-04   7.0174e-06   6.5586e+08   6.5586e+08
  2.2281e+02   2.2401e+02   5.4096e+00  -4.1924e-04  -3.5365e-04   6.4608e-06   7.7372e+08   7.7372e+08
