## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8302e+00   1.0384e+00   4.6795e-04   4.5552e-04   6.8512e-04   6.8513e+04   6.8513e+04
  3.5313e+00   3.5656e+00   1.2695e+00  -5.8451e-04  -7.7958e-05   5.6036e-04   1.0242e+05   1.0242e+05
  4.4457e+00   4.4903e+00   1.5000e+00   2.0272e-05   6.0431e-04   4.5291e-04   1.5678e+05   1.5678e+05
  5.5968e+00   5.6546e+00   1.7306e+00  -1.3262e-04  -3.0458e-04   3.6528e-04   2.4101e+05   2.4101e+05
  7.0460e+00   7.1180e+00   1.9607e+00   6.1126e-06   3.7360e-04   2.9548e-04   3.6833e+05   3.6833e+05
  8.8703e+00   8.9712e+00   2.1921e+00   3.4492e-04  -4.2426e-05   2.3452e-04   5.8470e+05   5.8470e+05
  1.1167e+01   1.1282e+01   2.4213e+00   2.7191e-04   2.0942e-04   1.8555e-04   9.3410e+05   9.3410e+05
  1.4059e+01   1.4200e+01   2.6513e+00   3.5556e-04  -1.0372e-04   1.5058e-04   1.4182e+06   1.4182e+06
  1.7699e+01   1.7898e+01   2.8828e+00  -1.0493e-04  -9.7248e-06   1.2040e-04   2.2183e+06   2.2183e+06
  2.2281e+01   2.2503e+01   3.1117e+00   9.5628e-05  -4.8700e-05   9.5560e-05   3.5217e+06   3.5217e+06
  2.8050e+01   2.8360e+01   3.3430e+00   2.1458e-04   6.4952e-05   7.6874e-05   5.4418e+06   5.4418e+06
  3.5313e+01   3.5682e+01   3.5727e+00   1.5013e-04   1.4379e-04   6.1661e-05   8.4584e+06   8.4584e+06
  4.4457e+01   4.4937e+01   3.8033e+00  -1.4029e-05   5.6854e-04   4.9072e-05   1.3355e+07   1.3355e+07
  5.5968e+01   5.6553e+01   4.0332e+00  -1.6843e-05   4.5218e-04   3.9109e-05   2.1026e+07   2.1026e+07
  7.0460e+01   7.1194e+01   4.2634e+00  -1.2540e-04   1.8131e-04   3.1514e-05   3.2382e+07   3.2382e+07
  8.8703e+01   8.9616e+01   4.4935e+00  -5.2278e-04   3.0960e-04   2.5427e-05   4.9741e+07   4.9741e+07
  1.1167e+02   1.1284e+02   4.7240e+00  -4.8878e-04   3.7028e-04   2.0528e-05   7.6312e+07   7.6312e+07
  1.4059e+02   1.4204e+02   4.9541e+00  -5.8160e-04   4.8726e-04   1.6502e-05   1.1809e+08   1.1809e+08
  1.7699e+02   1.7804e+02   5.1799e+00  -3.3304e-04   3.1162e-04   1.3931e-05   1.6569e+08   1.6569e+08
  2.2281e+02   2.2117e+02   5.3969e+00  -5.2650e-04   3.2798e-04   1.4729e-05   1.4824e+08   1.4824e+08
