## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8343e+00   1.0398e+00  -5.1630e-04  -1.5849e-03   1.9242e-03   9.2426e+03   4.8503e+04
  3.5313e+00   3.5687e+00   1.2703e+00  -1.2681e-04  -1.1827e-03   1.5384e-03   1.4460e+04   7.6079e+04
  4.4457e+00   4.4913e+00   1.5002e+00   2.4528e-03   6.8635e-04   1.2305e-03   2.2600e+04   1.1935e+05
  5.5968e+00   5.6529e+00   1.7302e+00   5.7340e-04  -1.3768e-03   9.8662e-04   3.5156e+04   1.8565e+05
  7.0460e+00   7.1204e+00   1.9611e+00  -5.6759e-04   3.2241e-04   7.8925e-04   5.4937e+04   2.9066e+05
  8.8703e+00   8.9665e+00   2.1916e+00   6.9145e-04   3.9554e-04   6.3269e-04   8.5491e+04   4.5401e+05
  1.1167e+01   1.1285e+01   2.4215e+00  -3.5634e-05   4.0852e-04   5.0410e-04   1.3467e+05   7.1213e+05
  1.4059e+01   1.4200e+01   2.6513e+00  -1.9414e-04  -5.9385e-04   4.0618e-04   2.0742e+05   1.0996e+06
  1.7699e+01   1.7888e+01   2.8822e+00   4.1056e-05  -3.8367e-05   3.2451e-04   3.2496e+05   1.7176e+06
  2.2281e+01   2.2503e+01   3.1117e+00   1.9785e-04  -1.5273e-04   2.6210e-04   4.9814e+05   2.6350e+06
  2.8050e+01   2.8347e+01   3.3426e+00  -1.9226e-04   1.6845e-04   2.1077e-04   7.7035e+05   4.0494e+06
  3.5313e+01   3.5664e+01   3.5722e+00  -2.6966e-04   7.7606e-05   1.6991e-04   1.1854e+06   6.2219e+06
  4.4457e+01   4.4900e+01   3.8025e+00  -3.1834e-04   6.0588e-05   1.3878e-04   1.7769e+06   9.3852e+06
  5.5968e+01   5.6488e+01   4.0321e+00   1.5290e-05  -3.9533e-04   1.1417e-04   2.6254e+06   1.3917e+07
  7.0460e+01   7.1088e+01   4.2619e+00   2.1744e-04  -3.0268e-04   9.4695e-05   3.8163e+06   2.0293e+07
  8.8703e+01   8.9430e+01   4.4915e+00   3.7074e-04  -5.5641e-04   8.0271e-05   5.3111e+06   2.8469e+07
  1.1167e+02   1.1273e+02   4.7230e+00   4.6227e-04  -7.0458e-04   6.7205e-05   7.5770e+06   4.0270e+07
  1.4059e+02   1.4200e+02   4.9538e+00   3.0556e-04  -5.8453e-04   5.5160e-05   1.1247e+07   5.9681e+07
  1.7699e+02   1.7857e+02   5.1830e+00   4.8841e-04  -5.5510e-04   4.4566e-05   1.7230e+07   9.1072e+07
  2.2281e+02   2.2425e+02   5.4107e+00   6.9579e-04  -5.9692e-04   3.8905e-05   2.2610e+07   1.1977e+08
