## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8337e+00   1.0397e+00   4.2664e-03   3.6878e-04   2.7833e-03   4.2572e+03   3.6323e+04
  3.5313e+00   3.5671e+00   1.2699e+00   2.1980e-03  -2.4618e-03   2.2650e-03   6.4287e+03   5.5989e+04
  4.4457e+00   4.4914e+00   1.5003e+00   3.6532e-04   6.4203e-04   1.7980e-03   1.0202e+04   8.7098e+04
  5.5968e+00   5.6563e+00   1.7309e+00   3.4763e-04   2.9140e-04   1.4359e-03   1.5996e+04   1.3636e+05
  7.0460e+00   7.1220e+00   1.9613e+00   5.7295e-04   3.1985e-04   1.1628e-03   2.4391e+04   2.1294e+05
  8.8703e+00   8.9608e+00   2.1910e+00  -2.5044e-04   9.7458e-05   9.2370e-04   3.8654e+04   3.3241e+05
  1.1167e+01   1.1284e+01   2.4215e+00   5.2722e-04  -7.2236e-04   7.3752e-04   6.0632e+04   5.2157e+05
  1.4059e+01   1.4209e+01   2.6520e+00  -1.8483e-04  -8.2983e-04   5.8993e-04   9.4767e+04   8.1364e+05
  1.7699e+01   1.7879e+01   2.8817e+00  -7.7021e-04  -3.5651e-04   4.7708e-04   1.4490e+05   1.2565e+06
  2.2281e+01   2.2503e+01   3.1117e+00   5.6948e-05   1.6887e-04   3.8601e-04   2.2134e+05   1.9313e+06
  2.8050e+01   2.8337e+01   3.3422e+00  -3.4179e-05  -4.1860e-04   3.1302e-04   3.3660e+05   2.9453e+06
  3.5313e+01   3.5665e+01   3.5722e+00  -2.1963e-04  -3.8534e-04   2.5537e-04   5.0572e+05   4.4322e+06
  4.4457e+01   4.4890e+01   3.8023e+00  -9.2513e-04  -5.7395e-04   2.0921e-04   7.5353e+05   6.6178e+06
  5.5968e+01   5.6572e+01   4.0336e+00  -8.6433e-04  -4.2847e-04   1.7080e-04   1.1305e+06   1.0028e+07
  7.0460e+01   7.1267e+01   4.2645e+00  -8.1831e-04  -5.0026e-04   1.3642e-04   1.7721e+06   1.5518e+07
  8.8703e+01   8.9737e+01   4.4949e+00  -7.1806e-04  -3.5713e-04   1.0766e-04   2.8454e+06   2.4690e+07
  1.1167e+02   1.1296e+02   4.7251e+00  -5.6391e-04  -3.8042e-04   8.4493e-05   4.6197e+06   3.9957e+07
  1.4059e+02   1.4226e+02   4.9557e+00  -2.1365e-04  -4.2693e-04   6.6036e-05   7.5630e+06   6.5100e+07
  1.7699e+02   1.7911e+02   5.1860e+00  -6.7750e-07  -5.1786e-04   5.1494e-05   1.2438e+07   1.0720e+08
  2.2281e+02   2.2460e+02   5.4122e+00  -2.5567e-04  -2.5746e-04   4.1695e-05   1.8971e+07   1.6214e+08
