## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8314e+00   1.0389e+00   3.5605e-04  -7.0774e-04   8.5916e-04   4.4055e+04   2.6238e+05
  3.5313e+00   3.5670e+00   1.2698e+00  -3.3445e-04   2.6647e-04   6.9108e-04   6.8092e+04   4.0637e+05
  4.4457e+00   4.4917e+00   1.5004e+00   3.6722e-04  -1.8492e-04   5.5455e-04   1.0575e+05   6.3200e+05
  5.5968e+00   5.6526e+00   1.7302e+00   2.8108e-04  -2.2136e-04   4.4596e-04   1.6352e+05   9.7813e+05
  7.0460e+00   7.1200e+00   1.9610e+00   1.4885e-04   3.0937e-04   3.5745e-04   2.5452e+05   1.5216e+06
  8.8703e+00   8.9649e+00   2.1914e+00   1.2904e-04  -3.4645e-04   2.8713e-04   3.9446e+05   2.3674e+06
  1.1167e+01   1.1284e+01   2.4215e+00   1.9508e-04  -3.2157e-04   2.2930e-04   6.1849e+05   3.6926e+06
  1.4059e+01   1.4209e+01   2.6520e+00   1.1424e-04   1.7241e-04   1.8386e-04   9.6196e+05   5.7505e+06
  1.7699e+01   1.7886e+01   2.8821e+00   1.3163e-04   1.8631e-05   1.4690e-04   1.5069e+06   8.9983e+06
  2.2281e+01   2.2519e+01   3.1124e+00   7.1292e-05  -2.7950e-04   1.1743e-04   2.3581e+06   1.4158e+07
  2.8050e+01   2.8351e+01   3.3427e+00   1.1462e-04  -2.1280e-04   9.3743e-05   3.7005e+06   2.2218e+07
  3.5313e+01   3.5680e+01   3.5726e+00   7.5469e-05  -1.8263e-04   7.5237e-05   5.7450e+06   3.4461e+07
  4.4457e+01   4.4936e+01   3.8033e+00   3.1524e-05   9.0843e-05   6.0232e-05   8.9638e+06   5.3873e+07
  5.5968e+01   5.6558e+01   4.0333e+00  -1.8577e-04   1.5819e-04   4.8108e-05   1.4051e+07   8.4432e+07
  7.0460e+01   7.1217e+01   4.2637e+00  -2.4573e-04   1.6587e-04   3.8398e-05   2.2056e+07   1.3225e+08
  8.8703e+01   8.9626e+01   4.4936e+00  -3.4086e-04   9.4192e-05   3.0792e-05   3.4297e+07   2.0529e+08
  1.1167e+02   1.1284e+02   4.7240e+00  -4.2317e-04  -4.6358e-07   2.4828e-05   5.2757e+07   3.1438e+08
  1.4059e+02   1.4201e+02   4.9539e+00  -4.6000e-04  -4.9654e-05   2.0026e-05   8.1086e+07   4.8252e+08
  1.7699e+02   1.7868e+02   5.1836e+00  -5.5118e-04  -5.5852e-05   1.6425e-05   1.2054e+08   7.1746e+08
  2.2281e+02   2.2436e+02   5.4112e+00  -4.5902e-04  -1.8331e-05   1.4014e-05   1.6560e+08   9.8274e+08
