## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8337e+00   1.0396e+00   2.2738e-04  -1.7426e-04   2.3069e-04   5.4402e+05   5.4402e+05
  3.5313e+00   3.5684e+00   1.2702e+00  -7.6341e-05  -2.6421e-04   1.8466e-04   8.4907e+05   8.4907e+05
  4.4457e+00   4.4931e+00   1.5006e+00  -1.8856e-04  -2.6666e-04   1.4722e-04   1.3357e+06   1.3357e+06
  5.5968e+00   5.6564e+00   1.7308e+00  -3.3426e-04   3.2158e-06   1.1742e-04   2.0997e+06   2.0997e+06
  7.0460e+00   7.1209e+00   1.9611e+00   8.2202e-05   5.2502e-06   9.3729e-05   3.2955e+06   3.2955e+06
  8.8703e+00   8.9673e+00   2.1916e+00   2.8927e-05  -1.8420e-04   7.4664e-05   5.1934e+06   5.1934e+06
  1.1167e+01   1.1285e+01   2.4215e+00  -1.3026e-04  -6.5111e-05   5.9237e-05   8.2507e+06   8.2507e+06
  1.4059e+01   1.4207e+01   2.6518e+00  -2.6228e-04   5.7139e-05   4.7464e-05   1.2851e+07   1.2851e+07
  1.7699e+01   1.7890e+01   2.8823e+00  -1.1647e-04  -6.4806e-05   3.7987e-05   2.0063e+07   2.0063e+07
  2.2281e+01   2.2513e+01   3.1121e+00  -2.6965e-04  -8.7205e-05   3.0318e-05   3.1497e+07   3.1497e+07
  2.8050e+01   2.8351e+01   3.3427e+00  -2.8550e-04   2.4670e-06   2.4356e-05   4.8804e+07   4.8804e+07
  3.5313e+01   3.5685e+01   3.5727e+00  -2.2253e-04   1.1583e-04   1.9494e-05   7.6183e+07   7.6183e+07
  4.4457e+01   4.4928e+01   3.8031e+00  -1.5838e-04   1.7744e-04   1.5578e-05   1.1930e+08   1.1930e+08
  5.5968e+01   5.6570e+01   4.0335e+00  -8.2214e-06   1.9530e-04   1.2417e-05   1.8778e+08   1.8778e+08
  7.0460e+01   7.1205e+01   4.2636e+00   9.7474e-05  -9.4169e-07   9.9380e-06   2.9314e+08   2.9314e+08
  8.8703e+01   8.9656e+01   4.4940e+00   1.4084e-04   1.0032e-04   7.9495e-06   4.5813e+08   4.5813e+08
  1.1167e+02   1.1286e+02   4.7241e+00   4.3010e-04   2.3892e-04   6.3524e-06   7.1746e+08   7.1746e+08
  1.4059e+02   1.4207e+02   4.9543e+00   4.7296e-04   3.8108e-04   5.0992e-06   1.1135e+09   1.1135e+09
  1.7699e+02   1.7872e+02   5.1838e+00   4.9014e-04   5.0136e-04   4.1179e-06   1.7073e+09   1.7073e+09
  2.2281e+02   2.2444e+02   5.4116e+00   4.5619e-04   7.7434e-04   3.4987e-06   2.3652e+09   2.3652e+09
