## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8339e+00   1.0397e+00  -6.6816e-05   1.2971e-04   2.4815e-04   4.6451e+05   4.6451e+05
  3.5313e+00   3.5688e+00   1.2703e+00   3.4688e-04   7.7618e-05   1.9833e-04   7.2720e+05   7.2720e+05
  4.4457e+00   4.4930e+00   1.5006e+00   1.2233e-04  -3.2785e-05   1.5840e-04   1.1401e+06   1.1401e+06
  5.5968e+00   5.6558e+00   1.7307e+00  -1.8956e-04   7.1871e-06   1.2663e-04   1.7840e+06   1.7840e+06
  7.0460e+00   7.1199e+00   1.9609e+00  -1.6551e-04  -2.8198e-04   1.0122e-04   2.7919e+06   2.7919e+06
  8.8703e+00   8.9657e+00   2.1914e+00  -1.4328e-04   3.5316e-05   8.0884e-05   4.3724e+06   4.3724e+06
  1.1167e+01   1.1285e+01   2.4215e+00  -1.1387e-04  -2.1435e-04   6.4456e-05   6.8853e+06   6.8853e+06
  1.4059e+01   1.4206e+01   2.6517e+00  -1.4346e-04   8.8612e-06   5.1626e-05   1.0733e+07   1.0733e+07
  1.7699e+01   1.7885e+01   2.8820e+00  -2.6132e-05   1.0582e-05   4.1432e-05   1.6663e+07   1.6663e+07
  2.2281e+01   2.2511e+01   3.1120e+00  -3.8534e-05   2.2582e-05   3.3272e-05   2.5840e+07   2.5840e+07
  2.8050e+01   2.8342e+01   3.3424e+00   8.4349e-05  -5.5983e-05   2.6820e-05   3.9768e+07   3.9768e+07
  3.5313e+01   3.5668e+01   3.5722e+00   2.9057e-04  -2.5521e-05   2.1687e-05   6.0817e+07   6.0817e+07
  4.4457e+01   4.4889e+01   3.8022e+00   3.0117e-04   4.2008e-05   1.7682e-05   9.1487e+07   9.1487e+07
  5.5968e+01   5.6484e+01   4.0320e+00   3.1042e-04   8.6205e-05   1.4586e-05   1.3445e+08   1.3445e+08
  7.0460e+01   7.1074e+01   4.2617e+00   5.6988e-04   1.1679e-04   1.2190e-05   1.9250e+08   1.9250e+08
  8.8703e+01   8.9449e+01   4.4917e+00   8.1464e-04   2.1033e-04   1.0308e-05   2.6923e+08   2.6923e+08
  1.1167e+02   1.1271e+02   4.7228e+00   1.0961e-03   1.9171e-04   8.6495e-06   3.8235e+08   3.8235e+08
  1.4059e+02   1.4204e+02   4.9541e+00   1.0671e-03   2.3088e-04   7.0854e-06   5.6980e+08   5.6980e+08
  1.7699e+02   1.7872e+02   5.1838e+00   6.5987e-04   1.0823e-04   5.6959e-06   8.8169e+08   8.8169e+08
  2.2281e+02   2.2435e+02   5.4111e+00   3.8463e-04   6.4556e-05   4.8798e-06   1.2013e+09   1.2013e+09
