## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8330e+00   1.0394e+00  -1.2896e-03  -2.2333e-04   4.5844e-04   1.4047e+05   1.4047e+05
  3.5313e+00   3.5682e+00   1.2701e+00   4.5564e-04   5.3393e-06   3.6723e-04   2.1891e+05   2.1891e+05
  4.4457e+00   4.4918e+00   1.5003e+00  -3.6062e-04  -6.9316e-05   2.9246e-04   3.4515e+05   3.4515e+05
  5.5968e+00   5.6562e+00   1.7308e+00  -7.2028e-05   9.6132e-05   2.3337e-04   5.4208e+05   5.4208e+05
  7.0460e+00   7.1207e+00   1.9610e+00  -1.3692e-04  -7.2952e-05   1.8693e-04   8.4487e+05   8.4487e+05
  8.8703e+00   8.9642e+00   2.1913e+00  -1.7990e-04   4.2322e-04   1.4959e-04   1.3193e+06   1.3193e+06
  1.1167e+01   1.1284e+01   2.4214e+00   7.5319e-05   3.4082e-04   1.1975e-04   2.0587e+06   2.0587e+06
  1.4059e+01   1.4206e+01   2.6517e+00  -3.5487e-04   4.0857e-04   9.6174e-05   3.1917e+06   3.1917e+06
  1.7699e+01   1.7887e+01   2.8821e+00  -5.7184e-04   4.3006e-04   7.7170e-05   4.9573e+06   4.9573e+06
  2.2281e+01   2.2516e+01   3.1122e+00  -6.3050e-04   5.8859e-04   6.1723e-05   7.7490e+06   7.7490e+06
  2.8050e+01   2.8344e+01   3.3424e+00  -9.4164e-04   8.5383e-04   4.9532e-05   1.2033e+07   1.2033e+07
  3.5313e+01   3.5682e+01   3.5726e+00  -1.6422e-04   8.5795e-04   3.9904e-05   1.8540e+07   1.8540e+07
  4.4457e+01   4.4911e+01   3.8027e+00   1.5281e-04   3.0094e-04   3.2205e-05   2.8463e+07   2.8463e+07
  5.5968e+01   5.6535e+01   4.0329e+00   4.1027e-04   3.8990e-04   2.6079e-05   4.3407e+07   4.3407e+07
  7.0460e+01   7.1161e+01   4.2629e+00   3.0362e-04   2.2183e-04   2.1200e-05   6.5685e+07   6.5685e+07
  8.8703e+01   8.9612e+01   4.4935e+00   5.7172e-04   3.2463e-04   1.7156e-05   1.0031e+08   1.0031e+08
  1.1167e+02   1.1278e+02   4.7235e+00   7.4892e-04   2.2350e-04   1.3942e-05   1.5188e+08   1.5188e+08
  1.4059e+02   1.4202e+02   4.9539e+00   9.4227e-05  -1.2046e-04   1.1356e-05   2.2891e+08   2.2891e+08
  1.7699e+02   1.7899e+02   5.1853e+00  -9.4067e-04  -3.9616e-05   9.0325e-06   3.6184e+08   3.6184e+08
  2.2281e+02   2.2392e+02   5.4092e+00  -1.2040e-03   1.8373e-04   7.6995e-06   4.9798e+08   4.9798e+08
