## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8329e+00   1.0394e+00   7.8805e-07  -3.7405e-04   1.6473e-04   1.1870e+06   1.1870e+06
  3.5313e+00   3.5683e+00   1.2702e+00   2.6697e-04   2.0303e-04   1.3236e-04   1.8385e+06   1.8385e+06
  4.4457e+00   4.4918e+00   1.5004e+00  -1.2804e-04  -1.7317e-05   1.0601e-04   2.8660e+06   2.8660e+06
  5.5968e+00   5.6561e+00   1.7308e+00  -8.4998e-05  -3.0310e-05   8.4657e-05   4.4945e+06   4.4945e+06
  7.0460e+00   7.1200e+00   1.9610e+00  -6.9228e-05  -2.2042e-05   6.7767e-05   7.0139e+06   7.0139e+06
  8.8703e+00   8.9659e+00   2.1915e+00  -1.2847e-04  -6.4086e-05   5.4120e-05   1.0997e+07   1.0997e+07
  1.1167e+01   1.1284e+01   2.4215e+00   3.0089e-05  -2.0800e-05   4.3147e-05   1.7302e+07   1.7302e+07
  1.4059e+01   1.4205e+01   2.6516e+00   8.7205e-05   1.2363e-05   3.4662e-05   2.6810e+07   2.6810e+07
  1.7699e+01   1.7885e+01   2.8820e+00   1.5798e-04  -1.2642e-05   2.7872e-05   4.1463e+07   4.1463e+07
  2.2281e+01   2.2508e+01   3.1119e+00   6.7916e-05   5.2052e-05   2.2439e-05   6.3973e+07   6.3973e+07
  2.8050e+01   2.8342e+01   3.3423e+00  -1.1710e-06  -3.3476e-05   1.8151e-05   9.7772e+07   9.7772e+07
  3.5313e+01   3.5680e+01   3.5726e+00  -7.8897e-05  -1.7476e-05   1.4626e-05   1.5057e+08   1.5057e+08
  4.4457e+01   4.4910e+01   3.8026e+00  -1.3771e-04  -5.5999e-05   1.1810e-05   2.3093e+08   2.3093e+08
  5.5968e+01   5.6524e+01   4.0326e+00  -1.0937e-04  -8.4792e-05   9.5988e-06   3.4960e+08   3.4960e+08
  7.0460e+01   7.1157e+01   4.2629e+00  -3.4814e-05  -1.2359e-04   7.8326e-06   5.2504e+08   5.2504e+08
  8.8703e+01   8.9589e+01   4.4932e+00   1.4642e-04  -5.6416e-05   6.3947e-06   7.8769e+08   7.8769e+08
  1.1167e+02   1.1285e+02   4.7240e+00   3.5437e-04  -9.5120e-05   5.1758e-06   1.2024e+09   1.2024e+09
  1.4059e+02   1.4212e+02   4.9546e+00   6.5401e-04  -8.5914e-05   4.1142e-06   1.9030e+09   1.9030e+09
  1.7699e+02   1.7878e+02   5.1841e+00   7.8515e-04  -1.1198e-04   3.3248e-06   2.9138e+09   2.9138e+09
  2.2281e+02   2.2448e+02   5.4117e+00   7.1045e-04  -1.2704e-04   2.7763e-06   4.1790e+09   4.1790e+09
