## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8329e+00   1.0394e+00   5.7170e-04   2.3896e-04   2.4914e-04   5.1769e+05   5.1769e+05
  3.5313e+00   3.5681e+00   1.2701e+00  -1.7496e-04   6.9000e-05   2.0089e-04   7.9627e+05   7.9627e+05
  4.4457e+00   4.4908e+00   1.5001e+00  -7.7829e-05   3.0376e-04   1.6160e-04   1.2305e+06   1.2305e+06
  5.5968e+00   5.6550e+00   1.7306e+00   1.6468e-04   1.6477e-04   1.3030e-04   1.8927e+06   1.8927e+06
  7.0460e+00   7.1189e+00   1.9608e+00  -4.6423e-05   2.0941e-04   1.0497e-04   2.9163e+06   2.9163e+06
  8.8703e+00   8.9647e+00   2.1914e+00   7.2327e-05   1.8923e-04   8.4271e-05   4.5250e+06   4.5250e+06
  1.1167e+01   1.1280e+01   2.4211e+00   8.6289e-05  -2.8477e-05   6.7682e-05   7.0149e+06   7.0149e+06
  1.4059e+01   1.4198e+01   2.6511e+00  -3.7497e-05  -4.2119e-05   5.4946e-05   1.0644e+07   1.0644e+07
  1.7699e+01   1.7876e+01   2.8815e+00   1.8485e-04  -8.9554e-05   4.4870e-05   1.5961e+07   1.5961e+07
  2.2281e+01   2.2491e+01   3.1111e+00  -6.4158e-05  -7.8775e-05   3.6703e-05   2.3855e+07   2.3855e+07
  2.8050e+01   2.8321e+01   3.3416e+00  -1.9981e-04  -4.4772e-05   3.0319e-05   3.4958e+07   3.4958e+07
  3.5313e+01   3.5631e+01   3.5712e+00  -6.1809e-05  -1.4241e-04   2.5085e-05   5.1069e+07   5.1069e+07
  4.4457e+01   4.4835e+01   3.8010e+00   2.1641e-05  -1.0215e-04   2.1077e-05   7.2338e+07   7.2338e+07
  5.5968e+01   5.6412e+01   4.0307e+00   1.8467e-04  -6.4969e-05   1.7973e-05   9.9477e+07   9.9477e+07
  7.0460e+01   7.0895e+01   4.2592e+00   9.7869e-05   2.0887e-04   1.5828e-05   1.2827e+08   1.2827e+08
  8.8703e+01   8.9295e+01   4.4899e+00  -1.2790e-05  -3.5320e-05   1.4275e-05   1.5769e+08   1.5769e+08
  1.1167e+02   1.1296e+02   4.7250e+00   1.4851e-04  -7.6475e-04   1.2012e-05   2.2272e+08   2.2272e+08
  1.4059e+02   1.4268e+02   4.9586e+00   4.9238e-04  -4.0292e-04   8.7639e-06   4.1838e+08   4.1838e+08
  1.7699e+02   1.7919e+02   5.1864e+00   1.8806e-04  -2.2124e-04   6.4908e-06   7.6274e+08   7.6274e+08
  2.2281e+02   2.2399e+02   5.4095e+00  -4.3107e-04   1.2341e-05   5.3994e-06   1.1023e+09   1.1023e+09
