## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr      kappa        sigma        weight       npairs   
  2.8050e+00   2.8384e+00   1.0412e+00  -3.0774e-03   9.1089e-03   4.1347e+02   2.6260e+03
  3.5313e+00   3.5706e+00   1.2708e+00   6.6034e-03   7.3289e-03   6.3872e+02   4.1180e+03
  4.4457e+00   4.5047e+00   1.5032e+00   8.2664e-03   5.6616e-03   1.0703e+03   6.7520e+03
  5.5968e+00   5.6516e+00   1.7301e+00   8.6349e-04   4.5768e-03   1.6378e+03   1.0243e+04
  7.0460e+00   7.1359e+00   1.9633e+00   2.0154e-03   3.6978e-03   2.5089e+03   1.5935e+04
  8.8703e+00   8.9500e+00   2.1897e+00  -2.2442e-03   2.9686e-03   3.8930e+03   2.4593e+04
  1.1167e+01   1.1274e+01   2.4206e+00   2.6498e-03   2.4086e-03   5.9136e+03   3.8294e+04
  1.4059e+01   1.4195e+01   2.6510e+00  -1.9289e-04   1.9509e-03   9.0140e+03   5.9509e+04
  1.7699e+01   1.7885e+01   2.8820e+00   3.4923e-03   1.5660e-03   1.3990e+04   9.0929e+04
  2.2281e+01   2.2503e+01   3.1117e+00   1.2302e-03   1.2709e-03   2.1241e+04   1.3713e+05
  2.8050e+01   2.8336e+01   3.3422e+00   1.4731e-03   1.0203e-03   3.2956e+04   2.1053e+05
  3.5313e+01   3.5639e+01   3.5715e+00   2.0318e-03   8.2114e-04   5.0881e+04   3.1914e+05
  4.4457e+01   4.4860e+01   3.8015e+00   8.6635e-04   6.7052e-04   7.6306e+04   4.7876e+05
  5.5968e+01   5.6512e+01   4.0325e+00   8.0009e-04   5.4401e-04   1.1593e+05   7.2311e+05
  7.0460e+01   7.1172e+01   4.2631e+00   1.5328e-03   4.3868e-04   1.7827e+05   1.1009e+06
  8.8703e+01   8.9571e+01   4.4931e+00   8.7003e-04   3.5562e-04   2.7128e+05   1.6845e+06
  1.1167e+02   1.1287e+02   4.7243e+00   5.5144e-04   2.8118e-04   4.3392e+05   2.7025e+06
  1.4059e+02   1.4211e+02   4.9546e+00   4.3731e-04   2.2572e-04   6.7333e+05   4.2466e+06
  1.7699e+02   1.7901e+02   5.1854e+00  -6.6896e-04   1.7593e-04   1.1084e+06   6.9053e+06
  2.2281e+02   2.2446e+02   5.4116e+00  -8.3548e-05   1.4587e-04   1.6123e+06   1.0083e+07
