## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8317e+00   1.0390e+00   3.2276e-04  -1.9660e-04   2.2574e-04   6.2661e+05   6.2661e+05
  3.5313e+00   3.5665e+00   1.2697e+00   1.0824e-04  -2.0028e-04   1.8371e-04   9.4610e+05   9.4610e+05
  4.4457e+00   4.4904e+00   1.5000e+00   1.4038e-04   3.9566e-05   1.4911e-04   1.4362e+06   1.4362e+06
  5.5968e+00   5.6528e+00   1.7302e+00   2.6928e-04  -1.9266e-04   1.2087e-04   2.1857e+06   2.1857e+06
  7.0460e+00   7.1176e+00   1.9606e+00   2.8304e-04   3.2873e-04   9.7726e-05   3.3435e+06   3.3435e+06
  8.8703e+00   8.9666e+00   2.1916e+00   2.2019e-04  -1.0273e-04   7.8433e-05   5.1906e+06   5.1906e+06
  1.1167e+01   1.1279e+01   2.4210e+00   1.3968e-04   2.5634e-04   6.2642e-05   8.1374e+06   8.1374e+06
  1.4059e+01   1.4197e+01   2.6511e+00  -5.2395e-05   3.0186e-04   5.0974e-05   1.2289e+07   1.2289e+07
  1.7699e+01   1.7887e+01   2.8821e+00   2.2699e-06   3.1095e-04   4.1351e-05   1.8675e+07   1.8675e+07
  2.2281e+01   2.2504e+01   3.1117e+00   9.1719e-05   3.3353e-04   3.3202e-05   2.8966e+07   2.8966e+07
  2.8050e+01   2.8339e+01   3.3422e+00  -3.3406e-05   2.5519e-04   2.7051e-05   4.3637e+07   4.3637e+07
  3.5313e+01   3.5664e+01   3.5721e+00   7.8763e-05   2.1098e-04   2.2021e-05   6.5846e+07   6.5846e+07
  4.4457e+01   4.4909e+01   3.8026e+00   1.6267e-04  -3.6879e-05   1.7847e-05   1.0026e+08   1.0026e+08
  5.5968e+01   5.6556e+01   4.0332e+00   3.3881e-04  -8.6427e-05   1.4343e-05   1.5523e+08   1.5523e+08
  7.0460e+01   7.1183e+01   4.2632e+00   4.4098e-04   6.9326e-05   1.1584e-05   2.3795e+08   2.3795e+08
  8.8703e+01   8.9646e+01   4.4938e+00   5.6790e-04   3.8016e-04   9.3310e-06   3.6675e+08   3.6675e+08
  1.1167e+02   1.1297e+02   4.7251e+00   5.9785e-04   2.0156e-04   7.3533e-06   5.9055e+08   5.9055e+08
  1.4059e+02   1.4221e+02   4.9553e+00   3.6396e-04   8.1912e-05   5.7370e-06   9.7018e+08   9.7018e+08
  1.7699e+02   1.7878e+02   5.1842e+00   2.9600e-04   2.2705e-04   4.5747e-06   1.5258e+09   1.5258e+09
  2.2281e+02   2.2461e+02   5.4123e+00   1.9696e-04   2.3233e-04   3.8046e-06   2.2060e+09   2.2060e+09
