## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8279e+00   1.0376e+00   1.1893e-03  -4.9152e-04   1.0548e-03   2.8814e+04   2.8814e+04
  3.5313e+00   3.5653e+00   1.2693e+00   7.6022e-04   1.9390e-03   8.6623e-04   4.2723e+04   4.2723e+04
  4.4457e+00   4.4886e+00   1.4996e+00  -9.2024e-04  -6.1172e-04   7.1319e-04   6.3026e+04   6.3026e+04
  5.5968e+00   5.6555e+00   1.7307e+00  -2.8111e-04  -3.6891e-04   5.7492e-04   9.6988e+04   9.6988e+04
  7.0460e+00   7.1097e+00   1.9595e+00  -1.4105e-03  -1.1715e-03   4.7010e-04   1.4506e+05   1.4506e+05
  8.8703e+00   8.9595e+00   2.1908e+00   5.8701e-04  -2.5744e-04   3.8851e-04   2.1239e+05   2.1239e+05
  1.1167e+01   1.1259e+01   2.4192e+00   1.2856e-03  -2.8965e-04   3.2306e-04   3.0716e+05   3.0716e+05
  1.4059e+01   1.4180e+01   2.6499e+00   4.9197e-04  -5.9363e-04   2.7259e-04   4.3144e+05   4.3144e+05
  1.7699e+01   1.7850e+01   2.8800e+00   2.0281e-04   1.7335e-04   2.3384e-04   5.8628e+05   5.8628e+05
  2.2281e+01   2.2456e+01   3.1096e+00   2.2388e-04   1.0275e-03   1.9903e-04   8.0931e+05   8.0931e+05
  2.8050e+01   2.8287e+01   3.3404e+00  -1.0929e-03   1.2832e-03   1.7040e-04   1.1041e+06   1.1041e+06
  3.5313e+01   3.5529e+01   3.5683e+00  -8.6192e-04   3.4707e-04   1.4895e-04   1.4449e+06   1.4449e+06
  4.4457e+01   4.4719e+01   3.7984e+00   1.1009e-03  -1.6324e-03   1.3490e-04   1.7616e+06   1.7616e+06
  5.5968e+01   5.6439e+01   4.0312e+00   9.6523e-04   8.5971e-04   1.1749e-04   2.3222e+06   2.3222e+06
  7.0460e+01   7.1119e+01   4.2623e+00   1.3029e-04   9.0270e-04   1.0121e-04   3.1295e+06   3.1295e+06
  8.8703e+01   8.9864e+01   4.4963e+00  -2.1382e-05   3.3278e-04   7.7261e-05   5.3704e+06   5.3704e+06
  1.1167e+02   1.1321e+02   4.7272e+00  -1.5203e-04   2.8741e-04   5.7380e-05   9.7365e+06   9.7365e+06
  1.4059e+02   1.4229e+02   4.9558e+00  -1.1717e-03   3.9225e-04   4.3182e-05   1.7192e+07   1.7192e+07
  1.7699e+02   1.7908e+02   5.1858e+00   1.1942e-04   5.1376e-04   3.3510e-05   2.8549e+07   2.8549e+07
  2.2281e+02   2.2475e+02   5.4129e+00   2.0565e-04   6.9619e-04   2.7121e-05   4.3582e+07   4.3582e+07
