## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 331402921.33251715}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8336e+00   1.0396e+00   8.6158e-03   3.3350e-03   3.7585e+04   3.7264e+04   2.1538e+05
  3.5313e+00   3.5668e+00   1.2698e+00   1.4950e-03   2.6762e-03   5.7957e+04   5.7870e+04   3.3247e+05
  4.4457e+00   4.4916e+00   1.5003e+00   2.7700e-04   2.1440e-03   9.0191e+04   9.0166e+04   5.1656e+05
  5.5968e+00   5.6557e+00   1.7308e+00  -8.8957e-03   1.7172e-03   1.3931e+05   1.4056e+05   8.0291e+05
  7.0460e+00   7.1209e+00   1.9612e+00  -1.3268e-03   1.3751e-03   2.1891e+05   2.1920e+05   1.2578e+06
  8.8703e+00   8.9639e+00   2.1913e+00  -1.4599e-02   1.0971e-03   3.3933e+05   3.4436e+05   1.9556e+06
  1.1167e+01   1.1282e+01   2.4213e+00  -1.9132e-02   8.7662e-04   5.2902e+05   5.3934e+05   3.0523e+06
  1.4059e+01   1.4205e+01   2.6517e+00  -1.4374e-02   7.0238e-04   8.2804e+05   8.4012e+05   4.7564e+06
  1.7699e+01   1.7883e+01   2.8819e+00  -1.7510e-02   5.6358e-04   1.2821e+06   1.3049e+06   7.3683e+06
  2.2281e+01   2.2509e+01   3.1120e+00  -2.0071e-02   4.5215e-04   1.9866e+06   2.0273e+06   1.1452e+07
  2.8050e+01   2.8334e+01   3.3421e+00  -2.3133e-02   3.6447e-04   3.0479e+06   3.1201e+06   1.7618e+07
  3.5313e+01   3.5682e+01   3.5727e+00  -1.8469e-02   2.9473e-04   4.6830e+06   4.7711e+06   2.7002e+07
  4.4457e+01   4.4891e+01   3.8022e+00  -1.8752e-02   2.3942e-04   7.0946e+06   7.2301e+06   4.0951e+07
  5.5968e+01   5.6496e+01   4.0322e+00  -2.1769e-02   1.9575e-04   1.0581e+07   1.0816e+07   6.0902e+07
  7.0460e+01   7.1088e+01   4.2619e+00  -2.8234e-02   1.6221e-04   1.5307e+07   1.5752e+07   8.7802e+07
  8.8703e+01   8.9437e+01   4.4915e+00  -3.0834e-02   1.3675e-04   2.1479e+07   2.2162e+07   1.2292e+08
  1.1167e+02   1.1248e+02   4.7208e+00  -1.9985e-02   1.1807e-04   2.9139e+07   2.9733e+07   1.6625e+08
  1.4059e+02   1.4151e+02   4.9504e+00  -1.3966e-02   1.0445e-04   3.7457e+07   3.7988e+07   2.1204e+08
  1.7699e+02   1.7789e+02   5.1791e+00  -1.3855e-02   9.4925e-05   4.5359e+07   4.5996e+07   2.5564e+08
  2.2281e+02   2.2387e+02   5.4090e+00  -1.8579e-02   8.8348e-05   5.2113e+07   5.3099e+07   2.9849e+08
