## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 1863921.7672280574}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8272e+00   1.0375e+00  -4.1190e-02   3.8225e-02   2.0314e+02   2.1187e+02   1.5500e+03
  3.5313e+00   3.5758e+00   1.2724e+00  -4.2789e-02   3.1630e-02   2.9620e+02   3.0944e+02   2.2730e+03
  4.4457e+00   4.4912e+00   1.5002e+00  -1.4842e-02   2.5256e-02   4.7810e+02   4.8530e+02   3.5410e+03
  5.5968e+00   5.6572e+00   1.7312e+00  -1.1847e-02   2.1046e-02   6.9063e+02   6.9891e+02   5.1400e+03
  7.0460e+00   7.1130e+00   1.9599e+00  -4.7003e-02   1.7603e-02   9.5209e+02   9.9905e+02   7.1280e+03
  8.8703e+00   8.9811e+00   2.1932e+00   1.0152e-02   1.4634e-02   1.4601e+03   1.4455e+03   1.1001e+04
  1.1167e+01   1.1269e+01   2.4202e+00   5.8703e-02   1.2039e-02   2.2612e+03   2.1358e+03   1.7044e+04
  1.4059e+01   1.4208e+01   2.6518e+00   1.8883e-02   9.9557e-03   3.1823e+03   3.1233e+03   2.3458e+04
  1.7699e+01   1.7937e+01   2.8850e+00   1.6018e-01   8.0643e-03   5.5227e+03   4.7602e+03   3.8480e+04
  2.2281e+01   2.2492e+01   3.1111e+00   1.1823e-01   6.6473e-03   7.8343e+03   7.0059e+03   5.4674e+04
  2.8050e+01   2.8371e+01   3.3433e+00   1.1176e-01   5.5031e-03   1.1364e+04   1.0222e+04   7.8173e+04
  3.5313e+01   3.5810e+01   3.5763e+00   4.0652e-02   4.1041e-03   1.9126e+04   1.8379e+04   1.3556e+05
  4.4457e+01   4.5108e+01   3.8071e+00   1.9580e-02   3.1046e-03   3.2748e+04   3.2119e+04   2.2818e+05
  5.5968e+01   5.6749e+01   4.0367e+00   2.9668e-02   2.3466e-03   5.7885e+04   5.6217e+04   3.9682e+05
  7.0460e+01   7.1194e+01   4.2634e+00   2.6362e-03   1.8263e-03   9.3058e+04   9.2813e+04   6.5036e+05
  8.8703e+01   8.9567e+01   4.4930e+00  -2.4075e-02   1.4949e-03   1.3519e+05   1.3853e+05   9.3558e+05
  1.1167e+02   1.1266e+02   4.7223e+00   7.5408e-03   1.2691e-03   1.9367e+05   1.9222e+05   1.3302e+06
  1.4059e+02   1.4132e+02   4.9489e+00   1.4336e-03   1.1920e-03   2.1817e+05   2.1786e+05   1.4963e+06
  1.7699e+02   1.7906e+02   5.1856e+00   3.5681e-03   1.0116e-03   3.0356e+05   3.0249e+05   2.0822e+06
  2.2281e+02   2.2136e+02   5.3979e+00   4.0973e-03   8.9583e-04   3.8733e+05   3.8575e+05   2.6884e+06
