## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 63234657.79853088}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8329e+00   1.0394e+00  -1.6474e-02   9.2959e-03   9.0048e+03   9.1556e+03   4.3434e+04
  3.5313e+00   3.5701e+00   1.2707e+00  -1.0204e-02   7.5212e-03   1.3843e+04   1.3986e+04   6.4926e+04
  4.4457e+00   4.4882e+00   1.4996e+00   2.2520e-02   6.1741e-03   2.1223e+04   2.0755e+04   9.9528e+04
  5.5968e+00   5.6499e+00   1.7297e+00   1.1929e-02   5.0717e-03   3.1126e+04   3.0759e+04   1.4688e+05
  7.0460e+00   7.1204e+00   1.9611e+00   1.2322e-02   4.1575e-03   4.6338e+04   4.5774e+04   2.1674e+05
  8.8703e+00   8.9648e+00   2.1914e+00   3.4264e-02   3.3742e-03   7.1872e+04   6.9491e+04   3.3273e+05
  1.1167e+01   1.1274e+01   2.4205e+00   1.4641e-02   2.6733e-03   1.1233e+05   1.1071e+05   5.2742e+05
  1.4059e+01   1.4194e+01   2.6509e+00   8.0479e-03   2.1760e-03   1.6844e+05   1.6709e+05   8.0728e+05
  1.7699e+01   1.7879e+01   2.8817e+00   1.8566e-02   1.7905e-03   2.5137e+05   2.4679e+05   1.2145e+06
  2.2281e+01   2.2475e+01   3.1104e+00   3.7267e-02   1.4630e-03   3.8341e+05   3.6964e+05   1.8275e+06
  2.8050e+01   2.8309e+01   3.3412e+00  -1.6365e-03   1.2119e-03   5.3780e+05   5.3868e+05   2.5765e+06
  3.5313e+01   3.5622e+01   3.5710e+00  -2.0704e-02   1.0051e-03   7.6697e+05   7.8318e+05   3.7305e+06
  4.4457e+01   4.4839e+01   3.8011e+00  -5.0001e-02   8.3879e-04   1.0683e+06   1.1245e+06   5.2917e+06
  5.5968e+01   5.6432e+01   4.0310e+00  -5.5735e-02   7.1158e-04   1.4754e+06   1.5625e+06   7.3603e+06
  7.0460e+01   7.0982e+01   4.2604e+00  -3.4288e-02   6.2374e-04   1.9639e+06   2.0336e+06   9.6588e+06
  8.8703e+01   8.9366e+01   4.4907e+00  -9.2849e-03   5.5283e-04   2.5647e+06   2.5888e+06   1.2558e+07
  1.1167e+02   1.1222e+02   4.7184e+00   1.1863e-02   4.9594e-04   3.2548e+06   3.2167e+06   1.5563e+07
  1.4059e+02   1.4110e+02   4.9474e+00   2.2547e-02   4.7315e-04   3.6137e+06   3.5340e+06   1.6980e+07
  1.7699e+02   1.7920e+02   5.1863e+00  -4.5303e-02   4.1804e-04   4.3221e+06   4.5272e+06   2.1213e+07
  2.2281e+02   2.2694e+02   5.4227e+00  -1.5386e-02   2.8437e-04   9.6329e+06   9.7835e+06   4.7996e+07
