## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 238644324.1788671}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8334e+00   1.0396e+00   2.8942e-02   6.1410e-03   1.5323e+04   1.4892e+04   7.7641e+04
  3.5313e+00   3.5659e+00   1.2695e+00   1.6985e-02   4.9586e-03   2.3229e+04   2.2841e+04   1.1919e+05
  4.4457e+00   4.4910e+00   1.5002e+00  -8.6951e-04   3.9971e-03   3.5121e+04   3.5151e+04   1.8149e+05
  5.5968e+00   5.6514e+00   1.7300e+00  -3.6354e-03   3.2368e-03   5.3412e+04   5.3607e+04   2.7919e+05
  7.0460e+00   7.1148e+00   1.9603e+00  -1.8311e-02   2.6073e-03   8.1101e+04   8.2614e+04   4.2488e+05
  8.8703e+00   8.9698e+00   2.1919e+00  -1.2129e-02   2.0944e-03   1.2648e+05   1.2804e+05   6.6529e+05
  1.1167e+01   1.1276e+01   2.4207e+00  -1.0346e-02   1.6748e-03   1.9815e+05   2.0022e+05   1.0443e+06
  1.4059e+01   1.4193e+01   2.6508e+00  -2.9712e-02   1.3666e-03   2.9179e+05   3.0072e+05   1.5543e+06
  1.7699e+01   1.7880e+01   2.8817e+00  -3.0908e-02   1.1201e-03   4.3382e+05   4.4765e+05   2.3047e+06
  2.2281e+01   2.2486e+01   3.1109e+00  -2.6315e-02   9.1592e-04   6.5184e+05   6.6945e+05   3.4587e+06
  2.8050e+01   2.8308e+01   3.3412e+00  -3.1291e-02   7.6425e-04   9.3145e+05   9.6154e+05   4.9483e+06
  3.5313e+01   3.5603e+01   3.5705e+00  -3.1000e-02   6.4233e-04   1.3190e+06   1.3612e+06   7.0006e+06
  4.4457e+01   4.4795e+01   3.8001e+00  -4.1557e-02   5.5002e-04   1.7793e+06   1.8565e+06   9.4805e+06
  5.5968e+01   5.6379e+01   4.0301e+00  -4.2114e-02   4.8243e-04   2.3114e+06   2.4130e+06   1.2289e+07
  7.0460e+01   7.0888e+01   4.2591e+00  -1.7566e-02   4.2795e-04   3.0127e+06   3.0665e+06   1.5604e+07
  8.8703e+01   8.9481e+01   4.4920e+00   3.8157e-03   3.7585e-04   3.9907e+06   3.9755e+06   2.0421e+07
  1.1167e+02   1.1294e+02   4.7249e+00   2.5251e-02   3.0596e-04   6.1508e+06   5.9993e+06   3.1088e+07
  1.4059e+02   1.4261e+02   4.9582e+00  -5.0543e-03   2.2898e-04   1.0657e+07   1.0711e+07   5.4848e+07
  1.7699e+02   1.7951e+02   5.1883e+00  -1.9759e-02   1.6327e-04   2.0651e+07   2.1067e+07   1.0707e+08
  2.2281e+02   2.2582e+02   5.4177e+00   9.0982e-03   1.2161e-04   3.8320e+07   3.7975e+07   1.9543e+08
