## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 216204088.3963372}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8312e+00   1.0388e+00   4.7038e-02   5.2301e-03   1.5230e+04   1.4546e+04   8.7643e+04
  3.5313e+00   3.5669e+00   1.2698e+00   4.2525e-02   4.2105e-03   2.3399e+04   2.2444e+04   1.3393e+05
  4.4457e+00   4.4926e+00   1.5006e+00   4.7233e-02   3.3791e-03   3.6493e+04   3.4847e+04   2.0627e+05
  5.5968e+00   5.6539e+00   1.7305e+00   4.4488e-02   2.7246e-03   5.5984e+04   5.3599e+04   3.1708e+05
  7.0460e+00   7.1145e+00   1.9603e+00   4.3576e-02   2.2056e-03   8.5360e+04   8.1796e+04   4.8617e+05
  8.8703e+00   8.9650e+00   2.1914e+00   4.0175e-02   1.7752e-03   1.3134e+05   1.2627e+05   7.4728e+05
  1.1167e+01   1.1284e+01   2.4214e+00   3.5329e-02   1.4179e-03   2.0491e+05   1.9792e+05   1.1624e+06
  1.4059e+01   1.4203e+01   2.6515e+00   3.7553e-02   1.1425e-03   3.1629e+05   3.0484e+05   1.7799e+06
  1.7699e+01   1.7892e+01   2.8824e+00   3.6456e-02   9.2387e-04   4.8317e+05   4.6618e+05   2.7351e+06
  2.2281e+01   2.2504e+01   3.1117e+00   3.5777e-02   7.4252e-04   7.4751e+05   7.2169e+05   4.2370e+06
  2.8050e+01   2.8327e+01   3.3418e+00   3.1005e-02   6.0473e-04   1.1218e+06   1.0881e+06   6.3709e+06
  3.5313e+01   3.5652e+01   3.5718e+00   3.2210e-02   4.9303e-04   1.6897e+06   1.6369e+06   9.6117e+06
  4.4457e+01   4.4868e+01   3.8017e+00   2.5666e-02   4.0301e-04   2.5128e+06   2.4499e+06   1.4336e+07
  5.5968e+01   5.6444e+01   4.0312e+00   5.4604e-03   3.3496e-04   3.5658e+06   3.5464e+06   2.0430e+07
  7.0460e+01   7.1044e+01   4.2613e+00  -6.6437e-03   2.8157e-04   4.9854e+06   5.0187e+06   2.8453e+07
  8.8703e+01   8.9470e+01   4.4919e+00  -7.9690e-03   2.3697e-04   7.0291e+06   7.0855e+06   3.9946e+07
  1.1167e+02   1.1283e+02   4.7239e+00   4.5171e-03   1.9553e-04   1.0454e+07   1.0407e+07   5.8776e+07
  1.4059e+02   1.4224e+02   4.9555e+00   6.4127e-03   1.5393e-04   1.6900e+07   1.6793e+07   9.6046e+07
  1.7699e+02   1.7911e+02   5.1860e+00   2.2321e-02   1.1950e-04   2.8485e+07   2.7863e+07   1.6218e+08
  2.2281e+02   2.2406e+02   5.4098e+00   2.1368e-02   9.9080e-05   4.1399e+07   4.0533e+07   2.3366e+08
