## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 129043762.67372175}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8337e+00   1.0397e+00   8.3973e-03   5.4334e-03   1.5736e+04   1.5605e+04   9.0218e+04
  3.5313e+00   3.5683e+00   1.2702e+00   1.2611e-02   4.3481e-03   2.4675e+04   2.4368e+04   1.3988e+05
  4.4457e+00   4.4924e+00   1.5005e+00   9.4694e-03   3.4771e-03   3.8466e+04   3.8105e+04   2.1763e+05
  5.5968e+00   5.6579e+00   1.7312e+00   1.4208e-02   2.7827e-03   6.0340e+04   5.9495e+04   3.3953e+05
  7.0460e+00   7.1160e+00   1.9605e+00   2.0323e-02   2.2208e-03   9.5313e+04   9.3415e+04   5.3544e+05
  8.8703e+00   8.9667e+00   2.1916e+00   9.6339e-03   1.7713e-03   1.4825e+05   1.4684e+05   8.3869e+05
  1.1167e+01   1.1285e+01   2.4216e+00   1.4143e-02   1.4121e-03   2.3430e+05   2.3104e+05   1.3252e+06
  1.4059e+01   1.4201e+01   2.6514e+00   1.8719e-03   1.1288e-03   3.6224e+05   3.6156e+05   2.0495e+06
  1.7699e+01   1.7887e+01   2.8822e+00  -3.4788e-03   9.0618e-04   5.5907e+05   5.6103e+05   3.1763e+06
  2.2281e+01   2.2511e+01   3.1121e+00   4.3528e-03   7.2751e-04   8.7423e+05   8.7044e+05   4.9401e+06
  2.8050e+01   2.8339e+01   3.3423e+00   5.3192e-03   5.8491e-04   1.3537e+06   1.3466e+06   7.6245e+06
  3.5313e+01   3.5663e+01   3.5721e+00  -5.3333e-04   4.7419e-04   2.0478e+06   2.0489e+06   1.1578e+07
  4.4457e+01   4.4878e+01   3.8020e+00  -9.5466e-04   3.8961e-04   3.0320e+06   3.0349e+06   1.7165e+07
  5.5968e+01   5.6454e+01   4.0314e+00   5.0264e-03   3.2555e-04   4.3688e+06   4.3470e+06   2.4719e+07
  7.0460e+01   7.0977e+01   4.2604e+00   8.9052e-03   2.7912e-04   5.9660e+06   5.9134e+06   3.3700e+07
  8.8703e+01   8.9326e+01   4.4903e+00   1.0576e-02   2.4492e-04   7.7615e+06   7.6803e+06   4.3945e+07
  1.1167e+02   1.1241e+02   4.7201e+00   1.2925e-02   2.1768e-04   9.8478e+06   9.7222e+06   5.5721e+07
  1.4059e+02   1.4168e+02   4.9515e+00   1.3957e-02   1.9162e-04   1.2722e+07   1.2547e+07   7.2231e+07
  1.7699e+02   1.7873e+02   5.1838e+00   1.2055e-02   1.5944e-04   1.8341e+07   1.8122e+07   1.0410e+08
  2.2281e+02   2.2457e+02   5.4121e+00   1.1075e-02   1.3249e-04   2.6537e+07   2.6246e+07   1.5048e+08
