## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 446038942.36646914}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8322e+00   1.0392e+00   8.7853e-02   4.8952e-03   1.9488e+04   1.7914e+04   1.0120e+05
  3.5313e+00   3.5657e+00   1.2695e+00   8.8493e-02   3.9555e-03   2.9865e+04   2.7437e+04   1.5556e+05
  4.4457e+00   4.4895e+00   1.4999e+00   6.8671e-02   3.1971e-03   4.4883e+04   4.1999e+04   2.3432e+05
  5.5968e+00   5.6523e+00   1.7302e+00   5.0114e-02   2.5828e-03   6.7575e+04   6.4351e+04   3.5558e+05
  7.0460e+00   7.1171e+00   1.9606e+00   5.7100e-02   2.0818e-03   1.0471e+05   9.9057e+04   5.4679e+05
  8.8703e+00   8.9672e+00   2.1917e+00   6.9321e-02   1.6693e-03   1.6473e+05   1.5405e+05   8.5795e+05
  1.1167e+01   1.1283e+01   2.4214e+00   6.2210e-02   1.3251e-03   2.5968e+05   2.4447e+05   1.3535e+06
  1.4059e+01   1.4205e+01   2.6517e+00   6.2669e-02   1.0680e-03   3.9992e+05   3.7634e+05   2.0856e+06
  1.7699e+01   1.7886e+01   2.8820e+00   7.7009e-02   8.6200e-04   6.2223e+05   5.7774e+05   3.2429e+06
  2.2281e+01   2.2497e+01   3.1114e+00   5.9647e-02   6.8861e-04   9.5930e+05   9.0530e+05   5.0313e+06
  2.8050e+01   2.8349e+01   3.3426e+00   6.0960e-02   5.5788e-04   1.4634e+06   1.3793e+06   7.7071e+06
  3.5313e+01   3.5662e+01   3.5721e+00   5.6402e-02   4.5121e-04   2.2275e+06   2.1086e+06   1.1749e+07
  4.4457e+01   4.4887e+01   3.8022e+00   5.6209e-02   3.6716e-04   3.3633e+06   3.1844e+06   1.7695e+07
  5.5968e+01   5.6464e+01   4.0316e+00   5.5398e-02   3.0234e-04   4.9563e+06   4.6961e+06   2.6027e+07
  7.0460e+01   7.0991e+01   4.2605e+00   2.2940e-02   2.5465e-04   6.7718e+06   6.6199e+06   3.6213e+07
  8.8703e+01   8.9401e+01   4.4911e+00  -1.2565e-02   2.1669e-04   9.0275e+06   9.1424e+06   4.9642e+07
  1.1167e+02   1.1294e+02   4.7248e+00  -1.9612e-02   1.7837e-04   1.3228e+07   1.3492e+07   7.2736e+07
  1.4059e+02   1.4259e+02   4.9580e+00  -2.2269e-02   1.3360e-04   2.3514e+07   2.4049e+07   1.2837e+08
  1.7699e+02   1.7978e+02   5.1898e+00  -2.1489e-02   9.4807e-05   4.6734e+07   4.7760e+07   2.5411e+08
  2.2281e+02   2.2530e+02   5.4154e+00  -9.7643e-03   7.0409e-05   8.5748e+07   8.6594e+07   4.6565e+08
