## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 281526158.4060792}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8339e+00   1.0398e+00   1.6994e-02   5.2779e-03   1.3275e+04   1.3053e+04   8.6739e+04
  3.5313e+00   3.5689e+00   1.2704e+00   1.5001e-02   4.2313e-03   2.0613e+04   2.0308e+04   1.3201e+05
  4.4457e+00   4.4908e+00   1.5002e+00   7.9117e-03   3.4001e-03   3.1700e+04   3.1451e+04   2.0286e+05
  5.5968e+00   5.6533e+00   1.7304e+00  -2.2832e-03   2.7309e-03   4.8643e+04   4.8755e+04   3.1450e+05
  7.0460e+00   7.1185e+00   1.9608e+00   3.6229e-03   2.2058e-03   7.5002e+04   7.4731e+04   4.8509e+05
  8.8703e+00   8.9646e+00   2.1914e+00  -7.7219e-04   1.7683e-03   1.1619e+05   1.1628e+05   7.5458e+05
  1.1167e+01   1.1281e+01   2.4212e+00  -7.5671e-03   1.4031e-03   1.8328e+05   1.8468e+05   1.1843e+06
  1.4059e+01   1.4204e+01   2.6516e+00  -8.1772e-04   1.1352e-03   2.8190e+05   2.8213e+05   1.8208e+06
  1.7699e+01   1.7877e+01   2.8816e+00   3.5214e-03   9.2106e-04   4.3011e+05   4.2860e+05   2.7625e+06
  2.2281e+01   2.2503e+01   3.1117e+00   1.0163e-02   7.4420e-04   6.6319e+05   6.5651e+05   4.2202e+06
  2.8050e+01   2.8319e+01   3.3415e+00  -2.1385e-03   6.0762e-04   9.8272e+05   9.8483e+05   6.2322e+06
  3.5313e+01   3.5644e+01   3.5716e+00  -6.1353e-03   4.9742e-04   1.4605e+06   1.4695e+06   9.2860e+06
  4.4457e+01   4.4886e+01   3.8021e+00   9.9960e-04   4.0787e-04   2.1878e+06   2.1856e+06   1.3824e+07
  5.5968e+01   5.6506e+01   4.0324e+00  -1.0705e-02   3.3308e-04   3.2423e+06   3.2773e+06   2.0615e+07
  7.0460e+01   7.1163e+01   4.2630e+00  -1.5561e-02   2.7037e-04   4.8965e+06   4.9739e+06   3.1168e+07
  8.8703e+01   8.9561e+01   4.4929e+00  -1.1226e-02   2.2063e-04   7.3855e+06   7.4693e+06   4.6767e+07
  1.1167e+02   1.1286e+02   4.7242e+00  -1.4330e-02   1.7800e-04   1.1311e+07   1.1476e+07   7.1473e+07
  1.4059e+02   1.4222e+02   4.9554e+00  -1.1670e-02   1.3940e-04   1.8492e+07   1.8711e+07   1.1739e+08
  1.7699e+02   1.7899e+02   5.1854e+00  -2.8524e-03   1.0959e-04   3.0186e+07   3.0273e+07   1.9075e+08
  2.2281e+02   2.2513e+02   5.4146e+00   1.5362e-02   8.8473e-05   4.7165e+07   4.6451e+07   2.9427e+08
