# 
# meanr   jkmean  jkerr
2.805000000000000160e+00 6.214079622501350771e-04 1.912506920459514559e-04
3.531299999999999883e+00 5.311351798166348516e-04 1.529464119733040179e-04
4.445700000000000429e+00 9.981321978418714839e-05 1.079109882573533541e-04
5.596799999999999997e+00 3.325760823808492214e-04 8.806454767410291636e-05
7.046000000000000263e+00 1.973893498125429632e-04 7.907680227402783717e-05
8.870300000000000296e+00 1.879248611123510604e-04 6.322590115360287569e-05
1.116699999999999982e+01 1.288899033057183978e-04 4.973978487864777839e-05
1.405899999999999928e+01 1.010313559909303940e-04 4.011875018754197420e-05
1.769900000000000162e+01 1.067537547949940841e-04 3.468788865993177606e-05
2.228099999999999881e+01 6.616804506558134687e-05 2.856511946440300534e-05
2.805000000000000071e+01 7.197402842504904317e-05 2.470301514827848914e-05
3.531300000000000239e+01 4.490235107711020496e-05 1.996049570180537006e-05
4.445700000000000074e+01 4.193237209151954702e-05 1.760342659155418940e-05
5.596800000000000352e+01 1.665211148412943927e-05 1.702420513744146244e-05
7.045999999999999375e+01 1.735282306292899537e-05 1.480548042679493946e-05
8.870300000000000296e+01 2.192006362919688908e-05 1.292723709466576257e-05
1.116700000000000017e+02 1.709620159120172286e-05 1.260934802036162276e-05
1.405900000000000034e+02 -7.871487135168743748e-06 1.090695817594598115e-05
1.769900000000000091e+02 3.283951140945625069e-06 1.038685308284490296e-05
2.228100000000000023e+02 -9.607465752268395292e-06 9.045989495443129509e-06
