# 
# meanr   jkmean  jkerr
2.805000000000000160e+00 5.881355739757611724e-04 1.820787676538643989e-04
3.531299999999999883e+00 5.014867972778774960e-04 1.450237451980395710e-04
4.445700000000000429e+00 9.525066561298325312e-05 1.028847744462110309e-04
5.596799999999999997e+00 3.188823043869523166e-04 8.446009245011422916e-05
7.046000000000000263e+00 1.917370127626404021e-04 7.674969457791668687e-05
8.870300000000000296e+00 1.825272101941690728e-04 6.141480097586384662e-05
1.116699999999999982e+01 1.256905401350310464e-04 4.839579698088196510e-05
1.405899999999999928e+01 9.921056449308272374e-05 3.944978023318886318e-05
1.769900000000000162e+01 1.054584520194923444e-04 3.426097445274142608e-05
2.228099999999999881e+01 6.533196302475258231e-05 2.826003358808274149e-05
2.805000000000000071e+01 7.097081512316443430e-05 2.432483023640660420e-05
3.531300000000000239e+01 4.448531210612352327e-05 1.972409024803406508e-05
4.445700000000000074e+01 4.165375171834974035e-05 1.751063415234236978e-05
5.596800000000000352e+01 1.658416403152284044e-05 1.692297265201013381e-05
7.045999999999999375e+01 1.725172158755525973e-05 1.474156946647573480e-05
8.870300000000000296e+01 2.183422999954429678e-05 1.286851390429002932e-05
1.116700000000000017e+02 1.708350659723592419e-05 1.258853744004388660e-05
1.405900000000000034e+02 -7.871439218531063714e-06 1.090592083627748867e-05
1.769900000000000091e+02 3.269603873486756346e-06 1.039348503602123514e-05
2.228100000000000023e+02 -9.724677771517910863e-06 9.079509904985306405e-06
