# 
# meanr   jkmean  jkerr
2.805000000000000160e+00 9.620245640373888336e-05 1.739747512807908046e-04
3.531299999999999883e+00 -1.057422135685898471e-04 1.284860596390763950e-04
4.445700000000000429e+00 -1.475120478911662014e-05 1.155925409326089139e-04
5.596799999999999997e+00 1.320236332905980149e-04 7.593429092948895010e-05
7.046000000000000263e+00 5.544322658441297978e-05 8.072238924353059995e-05
8.870300000000000296e+00 -1.473121810163999268e-05 6.380750909943167285e-05
1.116699999999999982e+01 1.813682538592546376e-05 5.428401157817617281e-05
1.405899999999999928e+01 2.909451585191975652e-05 3.780287917943835920e-05
1.769900000000000162e+01 1.301137048562322655e-05 3.630317968520797780e-05
2.228099999999999881e+01 4.956725378941489340e-05 2.604856944527220839e-05
2.805000000000000071e+01 2.738407154058645744e-05 2.190720186916577110e-05
3.531300000000000239e+01 2.794560652263699280e-05 2.112872178190872824e-05
4.445700000000000074e+01 7.967149999551030639e-06 1.866663423931155263e-05
5.596800000000000352e+01 1.335233858796076951e-05 1.704472566577205515e-05
7.045999999999999375e+01 1.235759105487878568e-05 1.326153092338752821e-05
8.870300000000000296e+01 -1.284389052117933698e-05 1.299842858205795024e-05
1.116700000000000017e+02 -2.159782145952525375e-06 1.234476993791815879e-05
1.405900000000000034e+02 -9.980895990020403837e-06 1.046832247781552365e-05
1.769900000000000091e+02 -5.393579558939501924e-06 9.598364401413124450e-06
2.228100000000000023e+02 1.645778623820723937e-06 7.514222876641698991e-06
