# 
# meanr   jkmean  jkerr
2.805000000000000160e+00 6.262709900626575689e-04 1.934645420154207894e-04
3.531299999999999883e+00 5.268511970862985085e-04 1.524914696171375907e-04
4.445700000000000429e+00 9.913811392998783819e-05 1.071918200260793725e-04
5.596799999999999997e+00 3.291466581352458956e-04 8.740862339320310741e-05
7.046000000000000263e+00 1.975319837912887795e-04 7.917161624452442208e-05
8.870300000000000296e+00 1.869321704519430656e-04 6.297008617886871702e-05
1.116699999999999982e+01 1.281458020133200142e-04 4.937922900664248909e-05
1.405899999999999928e+01 1.010485751935607217e-04 4.009816812156442796e-05
1.769900000000000162e+01 1.069553592582415724e-04 3.471740771268105332e-05
2.228099999999999881e+01 6.606689515571065178e-05 2.856035881655937534e-05
2.805000000000000071e+01 7.152877843724594778e-05 2.452265009840788268e-05
3.531300000000000239e+01 4.468603034361662225e-05 1.983344658557609043e-05
4.445700000000000074e+01 4.175458379623468242e-05 1.757111554822916250e-05
5.596800000000000352e+01 1.659874689651181444e-05 1.696313657400681370e-05
7.045999999999999375e+01 1.728460084038257698e-05 1.476355211668456433e-05
8.870300000000000296e+01 2.184990346440074534e-05 1.288091742903883414e-05
1.116700000000000017e+02 1.708339620954527736e-05 1.258900990921661124e-05
1.405900000000000034e+02 -7.858682138871206458e-06 1.089460491101896631e-05
1.769900000000000091e+02 3.281794122314957480e-06 1.038723394833388446e-05
2.228100000000000023e+02 -9.651949095610829949e-06 9.063081869400542266e-06
