# 
# meanr   jkmean  jkerr
2.805000000000000160e+00 6.522840727952564132e-04 2.004011336877256383e-04
3.531299999999999883e+00 5.451029776262950217e-04 1.574251165938539204e-04
4.445700000000000429e+00 1.034479880440237684e-04 1.119028081497379530e-04
5.596799999999999997e+00 3.439744288369708542e-04 9.171122534363210395e-05
7.046000000000000263e+00 2.021175082834039758e-04 8.086090633588159790e-05
8.870300000000000296e+00 1.939743454653384072e-04 6.514935164917276197e-05
1.116699999999999982e+01 1.329986879371124436e-04 5.139826666652752161e-05
1.405899999999999928e+01 1.045950004433004229e-04 4.146449446085028368e-05
1.769900000000000162e+01 1.105918071283434754e-04 3.584067989150603925e-05
2.228099999999999881e+01 6.850407870150416925e-05 2.958086187335435375e-05
2.805000000000000071e+01 7.443140022695107403e-05 2.547717511157087376e-05
3.531300000000000239e+01 4.636698273467255212e-05 2.058705748798284732e-05
4.445700000000000074e+01 4.330498442673547918e-05 1.819133008435531177e-05
5.596800000000000352e+01 1.720745109660591364e-05 1.757969244141557597e-05
7.045999999999999375e+01 1.795063555179041094e-05 1.531407259862152775e-05
8.870300000000000296e+01 2.266444565160793069e-05 1.334455436853092847e-05
1.116700000000000017e+02 1.768800494266786115e-05 1.302632432433002844e-05
1.405900000000000034e+02 -8.138292813089456577e-06 1.127104447129643297e-05
1.769900000000000091e+02 3.382801462366461227e-06 1.073759388340583069e-05
2.228100000000000023e+02 -9.960627546618583663e-06 9.363550683365561158e-06
