## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8355e+00   1.0402e+00   1.2267e-03  -1.5121e-03   1.8344e-03   8.1702e+03   4.6518e+04
  3.5313e+00   3.5672e+00   1.2699e+00   2.1483e-03  -5.1712e-04   1.4546e-03   1.2995e+04   7.2882e+04
  4.4457e+00   4.4927e+00   1.5005e+00   8.2141e-04  -1.2207e-06   1.1527e-03   2.0692e+04   1.1601e+05
  5.5968e+00   5.6577e+00   1.7311e+00   1.3106e-03  -7.8355e-04   9.1330e-04   3.2961e+04   1.8264e+05
  7.0460e+00   7.1205e+00   1.9611e+00   9.7826e-04   1.9559e-05   7.2847e-04   5.1808e+04   2.8879e+05
  8.8703e+00   8.9618e+00   2.1911e+00   8.8049e-05  -3.4186e-04   5.8262e-04   8.0995e+04   4.5296e+05
  1.1167e+01   1.1285e+01   2.4216e+00  -1.4166e-04  -2.3505e-04   4.6257e-04   1.2849e+05   7.1742e+05
  1.4059e+01   1.4210e+01   2.6520e+00   7.2350e-04  -1.7637e-04   3.6774e-04   2.0331e+05   1.1295e+06
  1.7699e+01   1.7893e+01   2.8825e+00   1.3697e-04  -3.9300e-04   2.9265e-04   3.2102e+05   1.7833e+06
  2.2281e+01   2.2521e+01   3.1125e+00   2.2084e-04  -3.9409e-04   2.3283e-04   5.0719e+05   2.8072e+06
  2.8050e+01   2.8349e+01   3.3426e+00   2.2225e-04  -7.2888e-05   1.8586e-04   7.9591e+05   4.4178e+06
  3.5313e+01   3.5687e+01   3.5728e+00  -3.2659e-04  -2.7506e-04   1.4790e-04   1.2569e+06   6.9666e+06
  4.4457e+01   4.4938e+01   3.8033e+00  -1.5532e-04   1.3661e-04   1.1795e-04   1.9761e+06   1.0957e+07
  5.5968e+01   5.6571e+01   4.0335e+00  -3.9595e-04   2.4051e-04   9.3806e-05   3.1244e+06   1.7300e+07
  7.0460e+01   7.1212e+01   4.2637e+00  -3.7402e-04  -3.6601e-05   7.4794e-05   4.9146e+06   2.7175e+07
  8.8703e+01   8.9634e+01   4.4937e+00  -5.5200e-04  -2.2491e-05   5.9998e-05   7.6375e+06   4.2312e+07
  1.1167e+02   1.1284e+02   4.7240e+00  -7.1221e-04  -1.0416e-04   4.8073e-05   1.1897e+07   6.5717e+07
  1.4059e+02   1.4195e+02   4.9535e+00  -7.3637e-04  -2.9242e-04   3.9037e-05   1.8042e+07   9.9814e+07
  1.7699e+02   1.7839e+02   5.1820e+00  -9.1923e-04  -3.5195e-04   3.2637e-05   2.5812e+07   1.4326e+08
  2.2281e+02   2.2398e+02   5.4095e+00  -1.1115e-03  -5.2183e-04   2.9087e-05   3.2496e+07   1.8073e+08
