## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 570770895.5396955}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8343e+00   1.0399e+00  -1.4842e-03   4.5176e-03   2.1952e+04   2.1985e+04   1.3359e+05
  3.5313e+00   3.5682e+00   1.2702e+00  -2.3201e-03   3.6102e-03   3.4345e+04   3.4425e+04   2.0882e+05
  4.4457e+00   4.4910e+00   1.5002e+00  -9.6594e-03   2.8775e-03   5.3665e+04   5.4189e+04   3.2601e+05
  5.5968e+00   5.6550e+00   1.7307e+00  -1.2682e-02   2.2969e-03   8.3969e+04   8.5047e+04   5.0956e+05
  7.0460e+00   7.1200e+00   1.9610e+00  -1.9293e-02   1.8303e-03   1.3135e+05   1.3394e+05   8.0462e+05
  8.8703e+00   8.9649e+00   2.1914e+00  -1.9547e-02   1.4578e-03   2.0700e+05   2.1113e+05   1.2690e+06
  1.1167e+01   1.1283e+01   2.4214e+00  -1.6104e-02   1.1616e-03   3.2716e+05   3.3252e+05   1.9958e+06
  1.4059e+01   1.4206e+01   2.6518e+00  -2.5440e-02   9.2654e-04   5.0935e+05   5.2265e+05   3.1122e+06
  1.7699e+01   1.7885e+01   2.8820e+00  -2.5961e-02   7.4157e-04   7.9472e+05   8.1590e+05   4.8530e+06
  2.2281e+01   2.2519e+01   3.1124e+00  -2.3719e-02   5.9399e-04   1.2415e+06   1.2717e+06   7.5942e+06
  2.8050e+01   2.8350e+01   3.3427e+00  -1.3949e-02   4.7741e-04   1.9411e+06   1.9686e+06   1.1825e+07
  3.5313e+01   3.5677e+01   3.5725e+00  -5.5524e-03   3.8517e-04   3.0076e+06   3.0244e+06   1.8344e+07
  4.4457e+01   4.4907e+01   3.8026e+00   4.3962e-03   3.1241e-04   4.6173e+06   4.5971e+06   2.8079e+07
  5.5968e+01   5.6531e+01   4.0328e+00   1.9370e-02   2.5501e-04   7.0333e+06   6.8996e+06   4.2659e+07
  7.0460e+01   7.1159e+01   4.2629e+00   2.8085e-02   2.0822e-04   1.0640e+07   1.0349e+07   6.4413e+07
  8.8703e+01   8.9583e+01   4.4932e+00   2.5806e-02   1.6933e-04   1.6052e+07   1.5648e+07   9.7000e+07
  1.1167e+02   1.1283e+02   4.7239e+00   1.4456e-02   1.3592e-04   2.4638e+07   2.4287e+07   1.4846e+08
  1.4059e+02   1.4221e+02   4.9553e+00  -4.2656e-03   1.0637e-04   3.9484e+07   3.9653e+07   2.3898e+08
  1.7699e+02   1.7902e+02   5.1855e+00  -1.4460e-02   8.2841e-05   6.4436e+07   6.5381e+07   3.9000e+08
  2.2281e+02   2.2457e+02   5.4121e+00  -3.8334e-02   6.7422e-05   9.4920e+07   9.8703e+07   5.8179e+08
