## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 1026726940.6631837}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8322e+00   1.0391e+00   5.4249e-02   3.2541e-03   5.2223e+04   4.9535e+04   2.6519e+05
  3.5313e+00   3.5686e+00   1.2703e+00   6.8061e-02   2.6194e-03   8.1652e+04   7.6448e+04   4.1162e+05
  4.4457e+00   4.4925e+00   1.5005e+00   6.0634e-02   2.0957e-03   1.2668e+05   1.1943e+05   6.4213e+05
  5.5968e+00   5.6553e+00   1.7307e+00   5.8990e-02   1.6776e-03   1.9737e+05   1.8637e+05   1.0030e+06
  7.0460e+00   7.1197e+00   1.9610e+00   5.6994e-02   1.3431e-03   3.0733e+05   2.9076e+05   1.5667e+06
  8.8703e+00   8.9650e+00   2.1914e+00   4.3988e-02   1.0709e-03   4.7748e+05   4.5736e+05   2.4387e+06
  1.1167e+01   1.1282e+01   2.4213e+00   3.6802e-02   8.5273e-04   7.4791e+05   7.2136e+05   3.8326e+06
  1.4059e+01   1.4204e+01   2.6516e+00   3.6896e-02   6.8483e-04   1.1597e+06   1.1185e+06   5.9629e+06
  1.7699e+01   1.7882e+01   2.8819e+00   3.1668e-02   5.5041e-04   1.7863e+06   1.7315e+06   9.1963e+06
  2.2281e+01   2.2510e+01   3.1120e+00   2.2443e-02   4.4128e-04   2.7542e+06   2.6937e+06   1.4188e+07
  2.8050e+01   2.8338e+01   3.3422e+00   1.7455e-02   3.5515e-04   4.2312e+06   4.1587e+06   2.1828e+07
  3.5313e+01   3.5670e+01   3.5723e+00   2.3740e-03   2.8566e-04   6.4434e+06   6.4282e+06   3.3349e+07
  4.4457e+01   4.4919e+01   3.8029e+00   1.2093e-03   2.2990e-04   9.9365e+06   9.9245e+06   5.1286e+07
  5.5968e+01   5.6541e+01   4.0330e+00  -1.9836e-03   1.8501e-04   1.5294e+07   1.5325e+07   7.8862e+07
  7.0460e+01   7.1182e+01   4.2632e+00  -3.1603e-03   1.4936e-04   2.3439e+07   2.3513e+07   1.2110e+08
  8.8703e+01   8.9560e+01   4.4929e+00  -2.8203e-03   1.2156e-04   3.5396e+07   3.5496e+07   1.8358e+08
  1.1167e+02   1.1268e+02   4.7225e+00  -6.4786e-03   1.0072e-04   5.1375e+07   5.1710e+07   2.6619e+08
  1.4059e+02   1.4193e+02   4.9533e+00  -4.3096e-03   8.3679e-05   7.4588e+07   7.4911e+07   3.8408e+08
  1.7699e+02   1.7848e+02   5.1825e+00   1.4756e-02   7.0420e-05   1.0734e+08   1.0578e+08   5.4748e+08
  2.2281e+02   2.2410e+02   5.4100e+00  -4.4837e-03   6.2046e-05   1.3564e+08   1.3626e+08   6.9606e+08
