## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 1850972828.950239}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8323e+00   1.0392e+00   3.1668e-02   2.8695e-03   6.6005e+04   6.3979e+04   3.3757e+05
  3.5313e+00   3.5683e+00   1.2702e+00   2.5645e-02   2.2960e-03   1.0250e+05   9.9937e+04   5.2428e+05
  4.4457e+00   4.4915e+00   1.5003e+00   2.8274e-02   1.8350e-03   1.6088e+05   1.5645e+05   8.2050e+05
  5.5968e+00   5.6552e+00   1.7307e+00   2.8438e-02   1.4637e-03   2.5290e+05   2.4590e+05   1.2849e+06
  7.0460e+00   7.1198e+00   1.9610e+00   2.0892e-02   1.1685e-03   3.9391e+05   3.8585e+05   2.0121e+06
  8.8703e+00   8.9671e+00   2.1917e+00   1.4905e-02   9.2874e-04   6.1986e+05   6.1076e+05   3.1733e+06
  1.1167e+01   1.1284e+01   2.4215e+00   1.5191e-02   7.3756e-04   9.8314e+05   9.6843e+05   5.0289e+06
  1.4059e+01   1.4208e+01   2.6519e+00   1.7800e-02   5.9044e-04   1.5381e+06   1.5112e+06   7.8729e+06
  1.7699e+01   1.7889e+01   2.8822e+00   2.0349e-02   4.7228e-04   2.4100e+06   2.3619e+06   1.2329e+07
  2.2281e+01   2.2514e+01   3.1122e+00   2.0859e-02   3.7772e-04   3.7695e+06   3.6925e+06   1.9315e+07
  2.8050e+01   2.8346e+01   3.3425e+00   2.2233e-02   3.0411e-04   5.8230e+06   5.6964e+06   2.9831e+07
  3.5313e+01   3.5677e+01   3.5725e+00   2.6808e-02   2.4507e-04   9.0069e+06   8.7717e+06   4.6018e+07
  4.4457e+01   4.4896e+01   3.8023e+00   2.5684e-02   1.9868e-04   1.3688e+07   1.3346e+07   6.9933e+07
  5.5968e+01   5.6514e+01   4.0325e+00   2.5398e-02   1.6225e-04   2.0520e+07   2.0012e+07   1.0478e+08
  7.0460e+01   7.1117e+01   4.2623e+00   2.2596e-02   1.3328e-04   3.0326e+07   2.9656e+07   1.5464e+08
  8.8703e+01   8.9513e+01   4.4924e+00   7.2610e-03   1.1011e-04   4.3768e+07   4.3453e+07   2.2385e+08
  1.1167e+02   1.1277e+02   4.7234e+00  -1.2338e-02   9.0127e-05   6.4056e+07   6.4856e+07   3.2998e+08
  1.4059e+02   1.4216e+02   4.9549e+00  -2.4845e-02   7.1774e-05   9.9723e+07   1.0226e+08   5.1691e+08
  1.7699e+02   1.7914e+02   5.1862e+00  -1.6392e-02   5.6162e-05   1.6428e+08   1.6702e+08   8.5213e+08
  2.2281e+02   2.2536e+02   5.4157e+00   2.7369e-03   4.3911e-05   2.7397e+08   2.7323e+08   1.4108e+09
