## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 62458159.00862084}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8333e+00   1.0395e+00  -4.5695e-02   9.5894e-03   5.4936e+03   5.7566e+03   3.2810e+04
  3.5313e+00   3.5705e+00   1.2709e+00  -9.8155e-03   7.7973e-03   8.6213e+03   8.7068e+03   5.0316e+04
  4.4457e+00   4.4905e+00   1.5001e+00  -2.0473e-03   6.2798e-03   1.3396e+04   1.3423e+04   7.7170e+04
  5.5968e+00   5.6507e+00   1.7299e+00   2.4331e-03   5.0743e-03   2.0609e+04   2.0559e+04   1.1804e+05
  7.0460e+00   7.1058e+00   1.9590e+00  -7.4122e-03   4.1114e-03   3.1084e+04   3.1316e+04   1.7918e+05
  8.8703e+00   8.9617e+00   2.1911e+00  -2.5006e-02   3.3036e-03   4.7291e+04   4.8504e+04   2.7208e+05
  1.1167e+01   1.1272e+01   2.4204e+00  -2.2347e-02   2.6353e-03   7.4521e+04   7.6225e+04   4.2631e+05
  1.4059e+01   1.4201e+01   2.6513e+00  -2.9068e-02   2.1530e-03   1.1088e+05   1.1420e+05   6.4230e+05
  1.7699e+01   1.7876e+01   2.8815e+00  -2.9632e-02   1.7520e-03   1.6734e+05   1.7245e+05   9.6720e+05
  2.2281e+01   2.2506e+01   3.1118e+00  -3.7587e-02   1.4201e-03   2.5263e+05   2.6249e+05   1.4557e+06
  2.8050e+01   2.8329e+01   3.3419e+00  -2.5620e-02   1.1741e-03   3.7415e+05   3.8399e+05   2.1395e+06
  3.5313e+01   3.5639e+01   3.5715e+00  -1.8829e-02   9.7111e-04   5.5076e+05   5.6132e+05   3.1502e+06
  4.4457e+01   4.4815e+01   3.8006e+00  -5.1441e-03   8.2423e-04   7.7520e+05   7.7921e+05   4.4078e+06
  5.5968e+01   5.6369e+01   4.0299e+00  -1.5119e-02   7.1774e-04   1.0121e+06   1.0276e+06   5.7475e+06
  7.0460e+01   7.1071e+01   4.2617e+00  -1.4226e-02   6.2737e-04   1.3258e+06   1.3450e+06   7.5137e+06
  8.8703e+01   8.9618e+01   4.4936e+00   7.0190e-03   5.2220e-04   1.9548e+06   1.9412e+06   1.1001e+07
  1.1167e+02   1.1295e+02   4.7249e+00   8.7945e-03   4.2155e-04   3.0051e+06   2.9789e+06   1.6942e+07
  1.4059e+02   1.4210e+02   4.9546e+00   2.8791e-03   3.3200e-04   4.8165e+06   4.8027e+06   2.7013e+07
  1.7699e+02   1.7805e+02   5.1801e+00   1.6168e-02   2.8215e-04   6.7570e+06   6.6495e+06   3.6981e+07
  2.2281e+02   2.2429e+02   5.4108e+00  -2.3401e-04   2.5764e-04   7.9730e+06   7.9748e+06   4.3993e+07
