## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 1696906920.273733}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8320e+00   1.0391e+00   2.1714e-02   2.9624e-03   5.9849e+04   5.8577e+04   3.2174e+05
  3.5313e+00   3.5678e+00   1.2701e+00   2.6945e-02   2.3721e-03   9.3819e+04   9.1357e+04   5.0116e+05
  4.4457e+00   4.4919e+00   1.5004e+00   2.7806e-02   1.8978e-03   1.4669e+05   1.4272e+05   7.8412e+05
  5.5968e+00   5.6561e+00   1.7308e+00   1.4994e-02   1.5173e-03   2.2664e+05   2.2329e+05   1.2207e+06
  7.0460e+00   7.1197e+00   1.9610e+00   1.7165e-02   1.2107e-03   3.5674e+05   3.5072e+05   1.9121e+06
  8.8703e+00   8.9682e+00   2.1918e+00   1.3604e-02   9.6441e-04   5.6022e+05   5.5270e+05   3.0052e+06
  1.1167e+01   1.1285e+01   2.4215e+00   1.3080e-02   7.6717e-04   8.8483e+05   8.7341e+05   4.7470e+06
  1.4059e+01   1.4207e+01   2.6518e+00   6.5979e-03   6.1294e-04   1.3773e+06   1.3683e+06   7.4021e+06
  1.7699e+01   1.7887e+01   2.8821e+00   9.3160e-03   4.9050e-04   2.1565e+06   2.1366e+06   1.1545e+07
  2.2281e+01   2.2519e+01   3.1124e+00   7.7411e-03   3.9116e-04   3.3856e+06   3.3596e+06   1.8110e+07
  2.8050e+01   2.8350e+01   3.3426e+00   4.9346e-03   3.1271e-04   5.2827e+06   5.2567e+06   2.8247e+07
  3.5313e+01   3.5690e+01   3.5729e+00   7.5740e-03   2.5010e-04   8.2806e+06   8.2184e+06   4.4244e+07
  4.4457e+01   4.4934e+01   3.8032e+00   1.2828e-02   2.0002e-04   1.3013e+07   1.2849e+07   6.9384e+07
  5.5968e+01   5.6577e+01   4.0336e+00   1.1676e-02   1.5969e-04   2.0392e+07   2.0157e+07   1.0890e+08
  7.0460e+01   7.1223e+01   4.2638e+00   8.8614e-03   1.2695e-04   3.2180e+07   3.1897e+07   1.7224e+08
  8.8703e+01   8.9663e+01   4.4940e+00   5.4034e-03   1.0103e-04   5.0636e+07   5.0364e+07   2.7089e+08
  1.1167e+02   1.1288e+02   4.7243e+00   4.7384e-03   8.0664e-05   7.9378e+07   7.9004e+07   4.2395e+08
  1.4059e+02   1.4211e+02   4.9546e+00   5.2194e-03   6.4456e-05   1.2438e+08   1.2373e+08   6.6194e+08
  1.7699e+02   1.7882e+02   5.1844e+00  -4.5810e-05   5.1808e-05   1.9151e+08   1.9152e+08   1.0228e+09
  2.2281e+02   2.2468e+02   5.4127e+00  -5.2664e-05   4.2551e-05   2.8390e+08   2.8391e+08   1.5196e+09
