## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 37122019.64492423}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8314e+00   1.0389e+00  -4.2553e-02   7.4002e-03   7.5630e+03   7.8991e+03   4.6085e+04
  3.5313e+00   3.5664e+00   1.2697e+00  -4.4010e-02   5.9458e-03   1.1698e+04   1.2236e+04   7.0436e+04
  4.4457e+00   4.4933e+00   1.5007e+00  -1.3654e-02   4.7862e-03   1.8626e+04   1.8884e+04   1.0820e+05
  5.5968e+00   5.6581e+00   1.7312e+00  -1.4218e-02   3.8636e-03   2.8567e+04   2.8979e+04   1.6442e+05
  7.0460e+00   7.1172e+00   1.9606e+00  -1.1277e-02   3.1132e-03   4.4129e+04   4.4632e+04   2.5512e+05
  8.8703e+00   8.9689e+00   2.1919e+00  -9.7558e-03   2.4843e-03   6.9408e+04   7.0092e+04   4.0267e+05
  1.1167e+01   1.1278e+01   2.4209e+00  -8.9780e-03   1.9901e-03   1.0824e+05   1.0922e+05   6.3444e+05
  1.4059e+01   1.4197e+01   2.6511e+00  -1.6900e-02   1.6217e-03   1.6170e+05   1.6448e+05   9.4105e+05
  1.7699e+01   1.7890e+01   2.8823e+00  -2.1154e-02   1.3183e-03   2.4364e+05   2.4891e+05   1.4218e+06
  2.2281e+01   2.2494e+01   3.1113e+00  -1.4490e-02   1.0727e-03   3.7052e+05   3.7596e+05   2.1504e+06
  2.8050e+01   2.8312e+01   3.3413e+00  -1.6594e-02   8.8514e-04   5.4297e+05   5.5213e+05   3.1175e+06
  3.5313e+01   3.5626e+01   3.5711e+00  -1.9064e-02   7.4216e-04   7.7039e+05   7.8536e+05   4.4739e+06
  4.4457e+01   4.4790e+01   3.8000e+00  -2.4523e-02   6.3671e-04   1.0409e+06   1.0670e+06   6.0862e+06
  5.5968e+01   5.6309e+01   4.0288e+00  -3.2066e-02   5.6100e-04   1.3304e+06   1.3745e+06   7.8201e+06
  7.0460e+01   7.0835e+01   4.2584e+00  -2.7675e-02   5.1063e-04   1.6131e+06   1.6590e+06   9.4980e+06
  8.8703e+01   8.9207e+01   4.4890e+00  -2.5833e-02   4.6716e-04   1.9309e+06   1.9821e+06   1.1328e+07
  1.1167e+02   1.1232e+02   4.7193e+00  -3.3323e-02   4.2811e-04   2.2815e+06   2.3602e+06   1.3352e+07
  1.4059e+02   1.4212e+02   4.9546e+00  -1.0634e-02   3.6375e-04   3.2346e+06   3.2694e+06   1.9049e+07
  1.7699e+02   1.7895e+02   5.1850e+00   2.6556e-03   2.8451e-04   5.3581e+06   5.3439e+06   3.1241e+07
  2.2281e+02   2.2427e+02   5.4107e+00   5.1125e-03   2.4017e-04   7.5380e+06   7.4997e+06   4.4521e+07
