## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 466304361.5772019}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8333e+00   1.0395e+00   3.7701e-02   4.4284e-03   2.6350e+04   2.5392e+04   1.4995e+05
  3.5313e+00   3.5683e+00   1.2702e+00   4.0335e-02   3.5574e-03   4.0936e+04   3.9349e+04   2.3073e+05
  4.4457e+00   4.4925e+00   1.5005e+00   3.2567e-02   2.8506e-03   6.3276e+04   6.1281e+04   3.5903e+05
  5.5968e+00   5.6542e+00   1.7305e+00   2.5162e-02   2.2871e-03   9.7594e+04   9.5199e+04   5.5288e+05
  7.0460e+00   7.1201e+00   1.9610e+00   2.4028e-02   1.8287e-03   1.5249e+05   1.4891e+05   8.6018e+05
  8.8703e+00   8.9707e+00   2.1921e+00   2.6615e-02   1.4594e-03   2.4003e+05   2.3381e+05   1.3453e+06
  1.1167e+01   1.1280e+01   2.4211e+00   2.7824e-02   1.1605e-03   3.8002e+05   3.6973e+05   2.1260e+06
  1.4059e+01   1.4202e+01   2.6514e+00   1.9170e-02   9.3435e-04   5.8135e+05   5.7041e+05   3.2555e+06
  1.7699e+01   1.7884e+01   2.8820e+00   1.3848e-02   7.5010e-04   8.9730e+05   8.8504e+05   5.0170e+06
  2.2281e+01   2.2503e+01   3.1117e+00  -7.6173e-04   6.0066e-04   1.3792e+06   1.3802e+06   7.7698e+06
  2.8050e+01   2.8355e+01   3.3428e+00   1.5165e-03   4.8370e-04   2.1316e+06   2.1284e+06   1.2066e+07
  3.5313e+01   3.5673e+01   3.5724e+00  -3.8816e-03   3.8840e-04   3.2882e+06   3.3011e+06   1.8694e+07
  4.4457e+01   4.4902e+01   3.8025e+00  -1.0083e-02   3.1245e-04   5.0493e+06   5.1007e+06   2.8842e+07
  5.5968e+01   5.6549e+01   4.0331e+00  -1.5554e-02   2.5184e-04   7.7292e+06   7.8513e+06   4.4271e+07
  7.0460e+01   7.1187e+01   4.2633e+00  -5.8060e-03   2.0318e-04   1.1993e+07   1.2063e+07   6.8243e+07
  8.8703e+01   8.9518e+01   4.4925e+00   2.8106e-03   1.6681e-04   1.7947e+07   1.7897e+07   1.0235e+08
  1.1167e+02   1.1260e+02   4.7219e+00   5.3690e-03   1.3977e-04   2.5628e+07   2.5491e+07   1.4580e+08
  1.4059e+02   1.4155e+02   4.9507e+00  -4.7019e-03   1.1992e-04   3.4462e+07   3.4625e+07   1.9663e+08
  1.7699e+02   1.7808e+02   5.1802e+00  -1.7429e-02   1.0637e-04   4.3242e+07   4.4010e+07   2.4845e+08
  2.2281e+02   2.2466e+02   5.4125e+00  -3.1171e-02   9.3599e-05   5.5069e+07   5.6841e+07   3.1691e+08
