## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 53210988.45685217}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8333e+00   1.0395e+00  -4.1596e-02   7.3616e-03   9.2466e+03   9.6479e+03   5.3352e+04
  3.5313e+00   3.5635e+00   1.2689e+00  -3.2872e-02   5.9593e-03   1.4239e+04   1.4723e+04   8.2131e+04
  4.4457e+00   4.4904e+00   1.5001e+00  -4.1518e-02   4.7973e-03   2.1776e+04   2.2719e+04   1.2626e+05
  5.5968e+00   5.6528e+00   1.7303e+00  -4.3315e-02   3.8552e-03   3.3654e+04   3.5178e+04   1.9488e+05
  7.0460e+00   7.1150e+00   1.9603e+00  -5.2163e-02   3.1047e-03   5.1413e+04   5.4243e+04   2.9797e+05
  8.8703e+00   8.9690e+00   2.1919e+00  -5.4439e-02   2.4880e-03   7.9868e+04   8.4466e+04   4.6400e+05
  1.1167e+01   1.1275e+01   2.4207e+00  -4.5765e-02   1.9954e-03   1.2530e+05   1.3131e+05   7.2801e+05
  1.4059e+01   1.4203e+01   2.6515e+00  -4.1143e-02   1.6207e-03   1.9087e+05   1.9906e+05   1.1003e+06
  1.7699e+01   1.7878e+01   2.8816e+00  -3.9110e-02   1.3166e-03   2.8983e+05   3.0163e+05   1.6666e+06
  2.2281e+01   2.2489e+01   3.1111e+00  -4.0821e-02   1.0727e-03   4.3584e+05   4.5439e+05   2.5090e+06
  2.8050e+01   2.8315e+01   3.3414e+00  -3.6674e-02   8.8748e-04   6.3948e+05   6.6383e+05   3.6802e+06
  3.5313e+01   3.5639e+01   3.5715e+00  -3.4522e-02   7.4513e-04   9.0918e+05   9.4169e+05   5.2429e+06
  4.4457e+01   4.4825e+01   3.8008e+00  -5.8436e-03   6.3738e-04   1.2795e+06   1.2870e+06   7.3627e+06
  5.5968e+01   5.6309e+01   4.0289e+00   1.1150e-02   5.6184e-04   1.6748e+06   1.6563e+06   9.6756e+06
  7.0460e+01   7.0776e+01   4.2575e+00  -1.5107e-02   5.1167e-04   1.9669e+06   1.9971e+06   1.1549e+07
  8.8703e+01   8.8962e+01   4.4862e+00  -3.2840e-02   4.8862e-04   2.1180e+06   2.1900e+06   1.2497e+07
  1.1167e+02   1.1214e+02   4.7177e+00  -3.6649e-03   4.8254e-04   2.2372e+06   2.2455e+06   1.2855e+07
  1.4059e+02   1.4199e+02   4.9536e+00  -3.7375e-02   4.1986e-04   2.8552e+06   2.9660e+06   1.6785e+07
  1.7699e+02   1.7903e+02   5.1855e+00  -5.7509e-02   3.2667e-04   4.6179e+06   4.8996e+06   2.7115e+07
  2.2281e+02   2.2480e+02   5.4131e+00  -3.6183e-03   2.7217e-04   7.0329e+06   7.0584e+06   3.9896e+07
