## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 787157184.2474843}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8325e+00   1.0393e+00   4.3059e-02   3.2732e-03   4.0047e+04   3.8393e+04   2.4524e+05
  3.5313e+00   3.5687e+00   1.2703e+00   4.1256e-02   2.6171e-03   6.2535e+04   6.0057e+04   3.8080e+05
  4.4457e+00   4.4911e+00   1.5002e+00   3.7176e-02   2.0853e-03   9.8113e+04   9.4597e+04   5.9880e+05
  5.5968e+00   5.6551e+00   1.7307e+00   3.3673e-02   1.6606e-03   1.5419e+05   1.4917e+05   9.4327e+05
  7.0460e+00   7.1211e+00   1.9612e+00   2.5563e-02   1.3257e-03   2.4002e+05   2.3404e+05   1.4783e+06
  8.8703e+00   8.9649e+00   2.1914e+00   2.5522e-02   1.0557e-03   3.7851e+05   3.6909e+05   2.3219e+06
  1.1167e+01   1.1287e+01   2.4217e+00   2.2204e-02   8.3923e-04   5.9700e+05   5.8404e+05   3.6582e+06
  1.4059e+01   1.4207e+01   2.6518e+00   2.2491e-02   6.6942e-04   9.3858e+05   9.1794e+05   5.7283e+06
  1.7699e+01   1.7890e+01   2.8823e+00   2.1342e-02   5.3308e-04   1.4784e+06   1.4475e+06   9.0128e+06
  2.2281e+01   2.2517e+01   3.1123e+00   2.1421e-02   4.2494e-04   2.3268e+06   2.2780e+06   1.4160e+07
  2.8050e+01   2.8351e+01   3.3427e+00   1.7276e-02   3.3938e-04   3.6332e+06   3.5715e+06   2.2193e+07
  3.5313e+01   3.5687e+01   3.5728e+00   2.3535e-02   2.7090e-04   5.7371e+06   5.6052e+06   3.4890e+07
  4.4457e+01   4.4919e+01   3.8029e+00   2.1965e-02   2.1747e-04   8.8892e+06   8.6982e+06   5.4098e+07
  5.5968e+01   5.6546e+01   4.0331e+00   2.5077e-02   1.7513e-04   1.3748e+07   1.3412e+07   8.3520e+07
  7.0460e+01   7.1148e+01   4.2628e+00   2.2119e-02   1.4191e-04   2.0878e+07   2.0426e+07   1.2706e+08
  8.8703e+01   8.9539e+01   4.4927e+00   1.6393e-02   1.1638e-04   3.0870e+07   3.0372e+07   1.8785e+08
  1.1167e+02   1.1268e+02   4.7226e+00   6.8667e-04   9.5926e-05   4.4733e+07   4.4702e+07   2.7432e+08
  1.4059e+02   1.4184e+02   4.9527e+00  -1.2533e-02   7.9738e-05   6.3886e+07   6.4696e+07   3.9486e+08
  1.7699e+02   1.7855e+02   5.1829e+00  -3.1903e-03   6.7164e-05   9.0895e+07   9.1186e+07   5.6088e+08
  2.2281e+02   2.2469e+02   5.4127e+00   2.3476e-02   5.7687e-05   1.2651e+08   1.2361e+08   7.7074e+08
